Samples	Signature A
Sample1151	0.00E+00
Sample1152	0.00E+00
Sample1153	0.00E+00
Sample1154	0.00E+00
Sample1155	0.00E+00
Sample1156	0.00E+00
Sample1157	0.00E+00
Sample1158	0.00E+00
Sample1159	0.00E+00
Sample1160	0.00E+00
Sample1161	0.00E+00
Sample1162	0.00E+00
Sample1163	0.00E+00
Sample1164	0.00E+00
Sample1165	0.00E+00
Sample1166	0.00E+00
Sample1167	0.00E+00
Sample1168	0.00E+00
Sample1169	0.00E+00
Sample1170	0.00E+00
Sample1171	0.00E+00
Sample1172	0.00E+00
Sample1173	0.00E+00
Sample1174	0.00E+00
Sample1175	0.00E+00
Sample1176	0.00E+00
Sample1177	0.00E+00
Sample1178	0.00E+00
Sample1179	0.00E+00
Sample1180	0.00E+00
Sample1181	0.00E+00
Sample1182	0.00E+00
Sample1183	0.00E+00
Sample1184	0.00E+00
Sample1185	0.00E+00
Sample1186	0.00E+00
Sample1187	0.00E+00
Sample1188	0.00E+00
Sample1189	0.00E+00
Sample1190	0.00E+00
Sample1191	0.00E+00
Sample1192	0.00E+00
Sample1193	0.00E+00
Sample1194	0.00E+00
Sample1195	0.00E+00
Sample1196	0.00E+00
Sample1197	0.00E+00
Sample1198	0.00E+00
Sample1199	0.00E+00
Sample1200	0.00E+00
Sample1201	0.00E+00
Sample1202	0.00E+00
Sample1203	0.00E+00
Sample1204	0.00E+00
Sample1205	0.00E+00
Sample1206	0.00E+00
Sample1207	0.00E+00
Sample1208	0.00E+00
Sample1209	0.00E+00
Sample1210	0.00E+00
Sample1211	0.00E+00
Sample1212	0.00E+00
Sample1213	0.00E+00
Sample1214	0.00E+00
Sample1215	0.00E+00
Sample1216	0.00E+00
Sample1217	0.00E+00
Sample1218	0.00E+00
Sample1219	0.00E+00
Sample1220	0.00E+00
Sample1221	0.00E+00
Sample1222	0.00E+00
Sample1223	0.00E+00
Sample1224	0.00E+00
Sample1225	0.00E+00
Sample1226	0.00E+00
Sample1227	0.00E+00
Sample1228	0.00E+00
Sample1229	0.00E+00
Sample1230	0.00E+00
Sample1231	0.00E+00
Sample1232	0.00E+00
Sample1233	0.00E+00
Sample1234	0.00E+00
Sample1235	0.00E+00
Sample1236	0.00E+00
Sample1237	0.00E+00
Sample1238	0.00E+00
Sample1239	0.00E+00
Sample1240	0.00E+00
Sample1241	0.00E+00
Sample1242	0.00E+00
Sample1243	0.00E+00
Sample1244	0.00E+00
Sample1245	0.00E+00
Sample1246	0.00E+00
Sample1247	0.00E+00
Sample1248	0.00E+00
Sample1249	0.00E+00
Sample1250	0.00E+00
Sample1251	0.00E+00
Sample1252	0.00E+00
Sample1253	0.00E+00
Sample1254	0.00E+00
Sample1255	0.00E+00
Sample1256	0.00E+00
Sample1257	0.00E+00
Sample1258	0.00E+00
Sample1259	0.00E+00
Sample1260	0.00E+00
Sample1261	0.00E+00
Sample1262	0.00E+00
Sample1263	0.00E+00
Sample1264	0.00E+00
Sample1265	0.00E+00
Sample1266	0.00E+00
Sample1267	0.00E+00
Sample1268	0.00E+00
Sample1269	0.00E+00
Sample1270	0.00E+00
Sample1271	0.00E+00
Sample1272	0.00E+00
Sample1273	0.00E+00
Sample1274	0.00E+00
Sample1275	0.00E+00
Sample1276	0.00E+00
Sample1277	0.00E+00
Sample1278	0.00E+00
Sample1279	0.00E+00
Sample1280	0.00E+00
Sample1281	0.00E+00
Sample1282	0.00E+00
Sample1283	0.00E+00
Sample1284	0.00E+00
Sample1285	0.00E+00
Sample1286	0.00E+00
Sample1287	0.00E+00
Sample1288	0.00E+00
Sample1289	0.00E+00
Sample1290	0.00E+00
Sample1291	0.00E+00
Sample1292	0.00E+00
Sample1293	0.00E+00
Sample1294	0.00E+00
Sample1295	0.00E+00
Sample1296	0.00E+00
Sample1297	0.00E+00
Sample1298	0.00E+00
Sample1299	0.00E+00
Sample1300	0.00E+00
Sample1301	0.00E+00
Sample1302	0.00E+00
Sample1303	0.00E+00
Sample1304	0.00E+00
Sample1305	0.00E+00
Sample1306	0.00E+00
Sample1307	0.00E+00
Sample1308	0.00E+00
Sample1309	0.00E+00
Sample1310	0.00E+00
Sample1311	0.00E+00
Sample1312	0.00E+00
Sample1313	0.00E+00
Sample1314	0.00E+00
Sample1315	0.00E+00
Sample1316	0.00E+00
Sample1317	0.00E+00
Sample1318	0.00E+00
Sample1319	0.00E+00
Sample1320	0.00E+00
Sample1321	0.00E+00
Sample1322	0.00E+00
Sample1323	0.00E+00
Sample1324	0.00E+00
Sample1325	0.00E+00
Sample1326	0.00E+00
Sample1327	0.00E+00
Sample1328	0.00E+00
Sample1329	0.00E+00
Sample1330	0.00E+00
Sample1331	0.00E+00
Sample1332	0.00E+00
Sample1333	0.00E+00
Sample1334	0.00E+00
Sample1335	0.00E+00
Sample1336	0.00E+00
Sample1337	0.00E+00
Sample1338	0.00E+00
Sample1339	0.00E+00
Sample1340	0.00E+00
Sample1341	0.00E+00
Sample1342	0.00E+00
Sample1343	0.00E+00
Sample1344	0.00E+00
Sample1345	0.00E+00
Sample1346	0.00E+00
Sample1347	0.00E+00
Sample1348	0.00E+00
Sample1349	0.00E+00
Sample1350	0.00E+00
Sample1351	0.00E+00
Sample1352	0.00E+00
Sample1353	0.00E+00
Sample1354	0.00E+00
Sample1355	0.00E+00
Sample1356	0.00E+00
Sample1357	0.00E+00
Sample1358	0.00E+00
Sample1359	0.00E+00
Sample1360	0.00E+00
Sample1361	0.00E+00
Sample1362	0.00E+00
Sample1363	0.00E+00
Sample1364	0.00E+00
Sample1365	0.00E+00
Sample1366	0.00E+00
Sample1367	0.00E+00
Sample1368	0.00E+00
Sample1369	0.00E+00
Sample1370	0.00E+00
Sample1371	0.00E+00
Sample1372	0.00E+00
Sample1373	0.00E+00
Sample1374	0.00E+00
Sample1375	0.00E+00
Sample1376	0.00E+00
Sample1377	0.00E+00
Sample1378	0.00E+00
Sample1379	0.00E+00
Sample1380	0.00E+00
Sample1381	0.00E+00
Sample1382	0.00E+00
Sample1383	0.00E+00
Sample1384	0.00E+00
Sample1385	0.00E+00
Sample1386	0.00E+00
Sample1387	0.00E+00
Sample1388	0.00E+00
Sample1389	0.00E+00
Sample1390	0.00E+00
Sample1391	0.00E+00
Sample1392	0.00E+00
Sample1393	0.00E+00
Sample1394	0.00E+00
Sample1395	0.00E+00
Sample1396	0.00E+00
Sample1397	0.00E+00
Sample1398	0.00E+00
Sample1399	0.00E+00
Sample1400	0.00E+00
Sample1401	0.00E+00
Sample1402	0.00E+00
Sample1403	0.00E+00
Sample1404	0.00E+00
Sample1405	0.00E+00
Sample1406	0.00E+00
Sample1407	0.00E+00
Sample1408	0.00E+00
Sample1409	0.00E+00
Sample1410	0.00E+00
Sample1411	0.00E+00
Sample1412	0.00E+00
Sample1413	0.00E+00
Sample1414	0.00E+00
Sample1415	0.00E+00
Sample1416	0.00E+00
Sample1417	0.00E+00
Sample1418	0.00E+00
Sample1419	0.00E+00
Sample1420	0.00E+00
Sample1421	0.00E+00
Sample1422	0.00E+00
Sample1423	0.00E+00
Sample1424	0.00E+00
Sample1425	0.00E+00
Sample1426	0.00E+00
Sample1427	0.00E+00
Sample1428	0.00E+00
Sample1429	0.00E+00
Sample1430	0.00E+00
Sample1431	0.00E+00
Sample1432	0.00E+00
Sample1433	0.00E+00
Sample1434	0.00E+00
Sample1435	0.00E+00
Sample1436	0.00E+00
Sample1437	0.00E+00
Sample1438	0.00E+00
Sample1439	0.00E+00
Sample1440	0.00E+00
Sample1441	0.00E+00
Sample1442	0.00E+00
Sample1443	0.00E+00
Sample1444	0.00E+00
Sample1445	0.00E+00
Sample1446	0.00E+00
Sample1447	0.00E+00
Sample1448	0.00E+00
Sample1449	0.00E+00
Sample1450	0.00E+00
Sample1451	0.00E+00
Sample1452	0.00E+00
Sample1453	0.00E+00
Sample1454	0.00E+00
Sample1455	0.00E+00
Sample1456	0.00E+00
Sample1457	0.00E+00
Sample1458	0.00E+00
Sample1459	0.00E+00
Sample1460	0.00E+00
Sample1461	0.00E+00
Sample1462	0.00E+00
Sample1463	0.00E+00
Sample1464	0.00E+00
Sample1465	0.00E+00
Sample1466	0.00E+00
Sample1467	0.00E+00
Sample1468	0.00E+00
Sample1469	0.00E+00
Sample1470	0.00E+00
Sample1471	0.00E+00
Sample1472	0.00E+00
Sample1473	0.00E+00
Sample1474	0.00E+00
Sample1475	0.00E+00
Sample1476	0.00E+00
Sample1477	0.00E+00
Sample1478	0.00E+00
Sample1479	0.00E+00
Sample1480	0.00E+00
Sample1481	0.00E+00
Sample1482	0.00E+00
Sample1483	0.00E+00
Sample1484	0.00E+00
Sample1485	0.00E+00
Sample1486	0.00E+00
Sample1487	0.00E+00
Sample1488	0.00E+00
Sample1489	0.00E+00
Sample1490	0.00E+00
Sample1491	0.00E+00
Sample1492	0.00E+00
Sample1493	0.00E+00
Sample1494	0.00E+00
Sample1495	0.00E+00
Sample1496	0.00E+00
Sample1497	0.00E+00
Sample1498	0.00E+00
Sample1499	0.00E+00
Sample1500	0.00E+00
Sample1501	0.00E+00
Sample1502	0.00E+00
Sample1503	0.00E+00
Sample1504	0.00E+00
Sample1505	0.00E+00
Sample1506	0.00E+00
Sample1507	0.00E+00
Sample1508	0.00E+00
Sample1509	0.00E+00
Sample1510	0.00E+00
Sample1511	0.00E+00
Sample1512	0.00E+00
Sample1513	0.00E+00
Sample1514	0.00E+00
Sample1515	0.00E+00
Sample1516	0.00E+00
Sample1517	0.00E+00
Sample1518	0.00E+00
Sample1519	0.00E+00
Sample1520	0.00E+00
Sample1521	0.00E+00
Sample1522	0.00E+00
Sample1523	0.00E+00
Sample1524	0.00E+00
Sample1525	0.00E+00
Sample1526	0.00E+00
Sample1527	0.00E+00
Sample1528	0.00E+00
Sample1529	0.00E+00
Sample1530	0.00E+00
Sample1531	0.00E+00
Sample1532	0.00E+00
Sample1533	0.00E+00
Sample1534	0.00E+00
Sample1535	0.00E+00
Sample1536	0.00E+00
Sample1537	0.00E+00
Sample1538	0.00E+00
Sample1539	0.00E+00
Sample1540	0.00E+00
Sample1541	0.00E+00
Sample1542	0.00E+00
Sample1543	0.00E+00
Sample1544	0.00E+00
Sample1545	0.00E+00
Sample1546	0.00E+00
Sample1547	0.00E+00
Sample1548	0.00E+00
Sample1549	0.00E+00
Sample1550	0.00E+00
Sample1551	0.00E+00
Sample1552	0.00E+00
Sample1553	0.00E+00
Sample1554	0.00E+00
Sample1555	0.00E+00
Sample1556	0.00E+00
Sample1557	0.00E+00
Sample1558	0.00E+00
Sample1559	0.00E+00
Sample1560	0.00E+00
Sample1561	0.00E+00
Sample1562	0.00E+00
Sample1563	0.00E+00
Sample1564	0.00E+00
Sample1565	0.00E+00
Sample1566	0.00E+00
Sample1567	0.00E+00
Sample1568	0.00E+00
Sample1569	0.00E+00
Sample1570	0.00E+00
Sample1571	0.00E+00
Sample1572	0.00E+00
Sample1573	0.00E+00
Sample1574	0.00E+00
Sample1575	0.00E+00
Sample1576	0.00E+00
Sample1577	0.00E+00
Sample1578	0.00E+00
Sample1579	0.00E+00
Sample1580	0.00E+00
Sample1581	0.00E+00
Sample1582	0.00E+00
Sample1583	0.00E+00
Sample1584	0.00E+00
Sample1585	0.00E+00
Sample1586	0.00E+00
Sample1587	0.00E+00
Sample1588	0.00E+00
Sample1589	0.00E+00
Sample1590	0.00E+00
Sample1591	0.00E+00
Sample1592	0.00E+00
Sample1593	0.00E+00
Sample1594	0.00E+00
Sample1595	0.00E+00
Sample1596	0.00E+00
Sample1597	0.00E+00
Sample1598	0.00E+00
Sample1599	0.00E+00
Sample1600	0.00E+00
Sample1601	0.00E+00
Sample1602	0.00E+00
Sample1603	0.00E+00
Sample1604	0.00E+00
Sample1605	0.00E+00
Sample1606	0.00E+00
Sample1607	0.00E+00
Sample1608	0.00E+00
Sample1609	0.00E+00
Sample1610	0.00E+00
Sample1611	0.00E+00
Sample1612	0.00E+00
Sample1613	0.00E+00
Sample1614	0.00E+00
Sample1615	0.00E+00
Sample1616	0.00E+00
Sample1617	0.00E+00
Sample1618	0.00E+00
Sample1619	0.00E+00
Sample1620	0.00E+00
Sample1621	0.00E+00
Sample1622	0.00E+00
Sample1623	0.00E+00
Sample1624	0.00E+00
Sample1625	0.00E+00
Sample1626	0.00E+00
Sample1627	0.00E+00
Sample1628	0.00E+00
Sample1629	0.00E+00
Sample1630	0.00E+00
Sample1631	0.00E+00
Sample1632	0.00E+00
Sample1633	0.00E+00
Sample1634	0.00E+00
Sample1635	0.00E+00
Sample1636	0.00E+00
Sample1637	0.00E+00
Sample1638	0.00E+00
Sample1639	0.00E+00
Sample1640	0.00E+00
Sample1641	0.00E+00
Sample1642	0.00E+00
Sample1643	0.00E+00
Sample1644	0.00E+00
Sample1645	0.00E+00
Sample1646	0.00E+00
Sample1647	0.00E+00
Sample1648	0.00E+00
Sample1649	0.00E+00
Sample1650	0.00E+00
Sample1651	0.00E+00
Sample1652	0.00E+00
Sample1653	0.00E+00
Sample1654	0.00E+00
Sample1655	0.00E+00
Sample1656	0.00E+00
Sample1657	0.00E+00
Sample1658	0.00E+00
Sample1659	0.00E+00
Sample1660	0.00E+00
Sample1661	0.00E+00
Sample1662	0.00E+00
Sample1663	0.00E+00
Sample1664	0.00E+00
Sample1665	0.00E+00
Sample1666	0.00E+00
Sample1667	0.00E+00
Sample1668	0.00E+00
Sample1669	0.00E+00
Sample1670	0.00E+00
Sample1671	0.00E+00
Sample1672	0.00E+00
Sample1673	0.00E+00
Sample1674	0.00E+00
Sample1675	0.00E+00
Sample1676	0.00E+00
Sample1677	0.00E+00
Sample1678	0.00E+00
Sample1679	0.00E+00
Sample1680	0.00E+00
Sample1681	0.00E+00
Sample1682	0.00E+00
Sample1683	0.00E+00
Sample1684	0.00E+00
Sample1685	0.00E+00
Sample1686	0.00E+00
Sample1687	0.00E+00
Sample1688	0.00E+00
Sample1689	0.00E+00
Sample1690	0.00E+00
Sample1691	0.00E+00
Sample1692	0.00E+00
Sample1693	0.00E+00
Sample1694	0.00E+00
Sample1695	0.00E+00
Sample1696	0.00E+00
Sample1697	0.00E+00
Sample1698	0.00E+00
Sample1699	0.00E+00
Sample1700	0.00E+00
Sample1701	0.00E+00
Sample1702	0.00E+00
Sample1703	0.00E+00
Sample1704	0.00E+00
Sample1705	0.00E+00
Sample1706	0.00E+00
Sample1707	0.00E+00
Sample1708	0.00E+00
Sample1709	0.00E+00
Sample1710	0.00E+00
Sample1711	0.00E+00
Sample1712	0.00E+00
Sample1713	0.00E+00
Sample1714	0.00E+00
