Samples	Signature A	Signature B	Signature C	Signature D
Sample1057	768	224	0	0
Sample1058	403	569	0	0
Sample1059	559	0	0	459
Sample1060	571	0	0	434
Sample1061	505	312	0	170
Sample1062	675	0	0	312
Sample1063	295	679	0	0
Sample1064	856	0	0	144
Sample1065	766	219	0	0
Sample1066	264	701	0	0
Sample1067	787	192	0	0
Sample1068	789	219	0	0
Sample1069	410	0	562	0
Sample1070	0	651	177	179
Sample1071	307	469	240	0
Sample1072	703	305	0	0
Sample1073	0	809	0	209
Sample1074	625	350	0	0
Sample1075	719	281	0	0
Sample1076	813	195	0	0
Sample1077	832	0	0	168
Sample1078	816	0	0	169
Sample1079	401	0	618	0
Sample1080	275	700	0	0
Sample1081	756	0	252	0
Sample1082	808	184	0	0
Sample1083	769	239	0	0
Sample1084	603	242	0	190
Sample1085	816	176	0	0
Sample1086	788	198	0	0
Sample1087	782	204	0	0
Sample1088	416	280	289	0
Sample1089	850	0	0	131
Sample1090	0	712	323	0
Sample1091	699	301	0	0
Sample1092	769	239	0	0
Sample1093	838	0	0	142
Sample1094	766	226	0	0
Sample1095	562	0	0	438
Sample1096	740	245	0	0
Sample1097	765	0	221	0
Sample1098	797	211	0	0
Sample1099	631	344	0	0
Sample1100	380	329	0	298
Sample1101	776	243	0	0
Sample1102	565	0	0	431
Sample1103	656	0	0	352
Sample1104	446	267	0	268
Sample1105	748	0	260	0
Sample1106	661	339	0	0
Sample1107	656	336	0	0
Sample1108	675	0	189	121
Sample1109	635	0	336	0
Sample1110	859	0	0	141
Sample1111	518	464	0	0
Sample1112	755	226	0	0
Sample1113	604	0	419	0
Sample1114	573	301	0	152
Sample1115	797	183	0	0
Sample1116	416	0	584	0
Sample1117	530	0	478	0
Sample1118	706	273	0	0
Sample1119	435	530	0	0
Sample1120	770	238	0	0
Sample1121	0	477	284	271
Sample1122	512	268	0	221
Sample1123	356	630	0	0
Sample1124	765	235	0	0
Sample1125	710	314	0	0
Sample1126	782	233	0	0
Sample1127	626	358	0	0
Sample1128	733	259	0	0
Sample1129	340	642	0	0
Sample1130	395	0	232	358
Sample1131	801	207	0	0
Sample1132	410	380	0	232
Sample1133	743	284	0	0
Sample1134	293	675	0	0
Sample1135	382	321	0	311
Sample1136	0	564	260	192
Sample1137	770	230	0	0
Sample1138	739	275	0	0
Sample1139	585	0	300	142
Sample1140	444	524	0	0
Sample1141	410	0	562	0
Sample1142	410	0	562	0
Sample1143	434	587	0	0
Sample1144	476	351	0	196
Sample1145	597	0	0	399
Sample1146	739	287	0	0
Sample1147	291	684	0	0
Sample1148	804	188	0	0
Sample1149	739	297	0	0
Sample1150	785	207	0	0
Sample1151	342	659	0	0
Sample1152	390	250	0	375
Sample1153	410	0	562	0
Sample1154	269	704	0	0
Sample1155	696	0	0	291
Sample1156	989	0	0	0
Sample1157	743	243	0	0
Sample1158	677	331	0	0
Sample1159	270	705	0	0
Sample1160	385	294	0	328
Sample1161	821	0	0	193
Sample1162	785	200	0	0
Sample1163	513	261	0	199
Sample1164	798	210	0	0
Sample1165	307	675	0	0
Sample1166	845	0	0	140
Sample1167	404	288	0	304
Sample1168	613	395	0	0
Sample1169	872	0	0	136
Sample1170	336	378	265	0
Sample1171	308	659	0	0
Sample1172	748	244	0	0
Sample1173	963	0	0	0
Sample1174	869	0	0	119
Sample1175	728	280	0	0
Sample1176	692	316	0	0
Sample1177	978	0	0	0
Sample1178	347	633	0	0
Sample1179	766	226	0	0
Sample1180	766	220	0	0
Sample1181	805	209	0	0
Sample1182	0	813	0	209
Sample1183	778	222	0	0
Sample1184	755	0	253	0
Sample1185	980	0	0	0
Sample1186	847	0	0	145
Sample1187	771	250	0	0
Sample1188	735	279	0	0
Sample1189	327	512	0	178
Sample1190	825	0	0	155
Sample1191	356	629	0	0
Sample1192	285	697	0	0
Sample1193	0	338	690	0
Sample1194	263	713	0	0
Sample1195	773	227	0	0
Sample1196	794	206	0	0
Sample1197	377	300	0	321
Sample1198	701	318	0	0
Sample1199	801	207	0	0
Sample1200	330	650	0	0
Sample1201	285	697	0	0
Sample1202	809	0	0	191
Sample1203	740	268	0	0
Sample1204	775	217	0	0
Sample1205	615	397	0	0
Sample1206	791	201	0	0
Sample1207	747	245	0	0
Sample1208	485	0	539	0
Sample1209	782	190	0	0
Sample1210	855	0	0	130
Sample1211	629	356	0	0
Sample1212	744	256	0	0
Sample1213	870	0	0	130
Sample1214	375	611	0	0
Sample1215	686	0	180	112
Sample1216	743	284	0	0
Sample1217	759	226	0	0
Sample1218	421	236	0	356
Sample1219	377	605	0	0
Sample1220	787	198	0	0
Sample1221	0	672	0	298
Sample1222	811	214	0	0
Sample1223	547	265	0	182
Sample1224	707	0	283	0
Sample1225	724	291	0	0
Sample1226	840	0	0	186
Sample1227	988	0	0	0
Sample1228	514	0	449	0
Sample1229	307	669	0	0
Sample1230	692	0	0	292
Sample1231	450	583	0	0
Sample1232	988	0	0	0
Sample1233	777	203	0	0
Sample1234	740	275	0	0
Sample1235	0	572	192	249
Sample1236	774	206	0	0
Sample1237	805	209	0	0
Sample1238	396	578	0	0
Sample1239	805	187	0	0
Sample1240	0	703	284	0
Sample1241	403	366	0	203
Sample1242	759	241	0	0
Sample1243	247	734	0	0
Sample1244	823	0	0	200
Sample1245	295	684	0	0
Sample1246	835	0	0	173
Sample1247	792	189	0	0
Sample1248	343	685	0	0
Sample1249	774	218	0	0
Sample1250	195	784	0	0
Sample1251	847	0	0	138
Sample1252	511	247	0	229
Sample1253	716	292	0	0
Sample1254	736	256	0	0
Sample1255	758	227	0	0
Sample1256	676	0	190	142
Sample1257	759	241	0	0
Sample1258	724	255	0	0
Sample1259	757	251	0	0
Sample1260	0	621	363	0
Sample1261	375	294	0	349
Sample1262	859	0	0	121
Sample1263	773	219	0	0
Sample1264	718	304	0	0
Sample1265	792	188	0	0
Sample1266	295	679	0	0
Sample1267	374	601	0	0
Sample1268	845	0	0	173
Sample1269	829	0	0	163
Sample1270	408	573	0	0
Sample1271	715	300	0	0
Sample1272	757	0	0	217
Sample1273	773	242	0	0
Sample1274	485	247	0	269
Sample1275	263	718	0	0
Sample1276	404	288	0	323
Sample1277	410	0	562	0
Sample1278	273	711	0	0
Sample1279	841	0	0	145
Sample1280	417	206	0	363
Sample1281	385	265	0	358
Sample1282	608	371	0	0
Sample1283	327	466	0	209
Sample1284	776	224	0	0
Sample1285	0	687	314	0
Sample1286	539	0	425	0
Sample1287	833	0	0	147
Sample1288	353	628	0	0
Sample1289	773	216	0	0
Sample1290	693	315	0	0
Sample1291	544	304	0	171
Sample1292	872	0	0	136
Sample1293	704	288	0	0
Sample1294	682	331	0	0
Sample1295	625	375	0	0
Sample1296	542	246	0	220
Sample1297	447	234	0	327
Sample1298	0	627	338	0
Sample1299	317	701	0	0
Sample1300	761	239	0	0
Sample1301	705	303	0	0
Sample1302	0	0	704	317
Sample1303	518	0	474	0
Sample1304	452	0	556	0
Sample1305	661	0	0	351
Sample1306	629	236	0	169
Sample1307	708	310	0	0
Sample1308	317	656	0	0
Sample1309	795	197	0	0
Sample1310	600	0	383	0
Sample1311	293	693	0	0
Sample1312	0	636	0	338
Sample1313	524	273	0	171
Sample1314	765	220	0	0
Sample1315	367	278	0	357
Sample1316	410	0	562	0
Sample1317	758	250	0	0
Sample1318	784	196	0	0
Sample1319	410	0	562	0
Sample1320	1008	0	0	0
Sample1321	313	655	0	0
Sample1322	410	263	0	342
Sample1323	578	0	0	423
Sample1324	282	686	0	0
Sample1325	854	0	0	146
Sample1326	529	446	0	0
Sample1327	337	630	0	0
Sample1328	355	316	309	0
Sample1329	796	212	0	0
Sample1330	838	0	0	147
Sample1331	293	673	0	0
Sample1332	568	0	0	439
Sample1333	703	305	0	0
Sample1334	0	761	0	212
Sample1335	309	679	0	0
Sample1336	744	241	0	0
Sample1337	778	222	0	0
Sample1338	370	631	0	0
Sample1339	992	0	0	0
Sample1340	330	650	0	0
Sample1341	765	251	0	0
Sample1342	408	627	0	0
Sample1343	741	0	240	0
Sample1344	315	223	479	0
Sample1345	808	219	0	0
Sample1346	985	0	0	0
Sample1347	685	289	0	0
Sample1348	860	0	0	128
Sample1349	282	691	0	0
Sample1350	649	0	332	0
Sample1351	0	832	0	199
Sample1352	780	228	0	0
Sample1353	622	0	0	394
Sample1354	353	629	0	0
Sample1355	309	670	0	0
Sample1356	784	201	0	0
Sample1357	827	0	0	158
Sample1358	593	0	0	422
Sample1359	784	208	0	0
Sample1360	871	0	0	118
Sample1361	345	635	0	0
Sample1362	262	718	0	0
Sample1363	350	625	0	0
Sample1364	677	0	177	125
Sample1365	707	327	0	0
Sample1366	649	0	247	122
Sample1367	874	0	0	145
Sample1368	639	0	219	150
Sample1369	0	816	0	187
Sample1370	734	246	0	0
Sample1371	738	270	0	0
Sample1372	635	346	0	0
Sample1373	324	704	0	0
Sample1374	785	207	0	0
Sample1375	688	312	0	0
Sample1376	825	0	0	163
Sample1377	751	241	0	0
Sample1378	788	192	0	0
Sample1379	865	0	0	122
Sample1380	472	273	0	273
Sample1381	383	601	0	0
Sample1382	0	405	581	0
Sample1383	799	0	0	187
Sample1384	608	270	0	156
Sample1385	366	616	0	0
Sample1386	726	282	0	0
Sample1387	741	259	0	0
Sample1388	766	242	0	0
Sample1389	787	221	0	0
Sample1390	221	768	0	0
Sample1391	423	604	0	0
Sample1392	493	497	0	0
Sample1393	436	544	0	0
Sample1394	989	0	0	0
Sample1395	787	228	0	0
Sample1396	694	188	0	118
Sample1397	786	206	0	0
Sample1398	981	0	0	0
Sample1399	759	241	0	0
Sample1400	770	0	222	0
Sample1401	757	243	0	0
Sample1402	625	0	417	0
Sample1403	380	595	0	0
Sample1404	710	271	0	0
Sample1405	743	249	0	0
Sample1406	0	1014	0	0
Sample1407	748	0	244	0
Sample1408	262	719	0	0
Sample1409	798	210	0	0
Sample1410	776	224	0	0
Sample1411	493	292	0	197
Sample1412	0	263	558	180
Sample1413	801	207	0	0
Sample1414	784	216	0	0
Sample1415	375	597	0	0
Sample1416	351	643	0	0
Sample1417	636	0	220	136
Sample1418	764	0	236	0
Sample1419	337	631	0	0
Sample1420	742	0	276	0
Sample1421	737	289	0	0
Sample1422	542	0	0	454
Sample1423	388	249	0	333
Sample1424	548	240	0	192
Sample1425	745	263	0	0
Sample1426	343	630	0	0
Sample1427	801	207	0	0
Sample1428	0	622	359	0
Sample1429	989	0	0	0
Sample1430	379	656	0	0
Sample1431	878	0	0	136
Sample1432	697	0	174	121
Sample1433	410	0	562	0
Sample1434	298	689	0	0
Sample1435	879	0	0	113
Sample1436	751	228	0	0
Sample1437	786	228	0	0
Sample1438	791	194	0	0
Sample1439	410	0	562	0
Sample1440	737	276	0	0
Sample1441	358	677	0	0
Sample1442	771	244	0	0
Sample1443	776	204	0	0
Sample1444	280	686	0	0
Sample1445	324	650	0	0
Sample1446	746	280	0	0
Sample1447	410	564	0	0
Sample1448	778	208	0	0
Sample1449	839	0	0	153
Sample1450	851	0	0	164
Sample1451	550	245	0	206
Sample1452	856	0	0	144
Sample1453	732	254	0	0
Sample1454	482	317	0	220
Sample1455	766	234	0	0
Sample1456	792	200	0	0
Sample1457	777	0	203	0
Sample1458	0	608	210	200
Sample1459	752	256	0	0
Sample1460	270	711	0	0
Sample1461	980	0	0	0
Sample1462	324	692	0	0
Sample1463	389	0	456	184
Sample1464	838	0	0	162
Sample1465	849	0	0	124
Sample1466	770	222	0	0
Sample1467	313	704	0	0
Sample1468	772	255	0	0
Sample1469	822	0	0	178
Sample1470	703	297	0	0
Sample1471	470	501	0	0
Sample1472	337	647	0	0
Sample1473	0	760	0	256
Sample1474	0	637	386	0
Sample1475	780	200	0	0
Sample1476	292	696	0	0
Sample1477	545	280	0	164
Sample1478	770	230	0	0
Sample1479	667	0	191	127
Sample1480	776	203	0	0
Sample1481	584	0	0	424
Sample1482	765	227	0	0
Sample1483	739	240	0	0
Sample1484	830	0	0	148
Sample1485	780	228	0	0
Sample1486	867	0	0	133
Sample1487	539	449	0	0
Sample1488	775	233	0	0
Sample1489	753	232	0	0
Sample1490	844	0	0	134
Sample1491	0	797	0	214
Sample1492	431	596	0	0
Sample1493	604	250	0	182
Sample1494	0	747	0	271
Sample1495	784	208	0	0
Sample1496	551	435	0	0
Sample1497	745	281	0	0
Sample1498	805	187	0	0
Sample1499	981	0	0	0
Sample1500	416	559	0	0
Sample1501	263	711	0	0
Sample1502	578	0	0	441
Sample1503	766	251	0	0
Sample1504	820	0	0	198
Sample1505	704	288	0	0
Sample1506	376	267	0	375
Sample1507	438	0	428	152
Sample1508	0	557	265	181
Sample1509	721	271	0	0
Sample1510	792	200	0	0
Sample1511	713	314	0	0
Sample1512	410	0	562	0
Sample1513	739	276	0	0
Sample1514	788	192	0	0
Sample1515	764	236	0	0
Sample1516	838	0	0	162
Sample1517	495	525	0	0
Sample1518	701	319	0	0
Sample1519	410	0	562	0
Sample1520	271	554	0	192
Sample1521	759	0	241	0
Sample1522	295	706	0	0
Sample1523	796	218	0	0
Sample1524	374	0	268	374
Sample1525	1018	0	0	0
Sample1526	864	0	0	115
Sample1527	835	0	0	150
Sample1528	374	329	0	311
Sample1529	721	271	0	0
Sample1530	334	634	0	0
Sample1531	694	193	0	139
Sample1532	762	230	0	0
Sample1533	190	0	432	377
Sample1534	379	408	0	207
Sample1535	722	299	0	0
Sample1536	859	0	0	149
Sample1537	879	0	0	136
Sample1538	682	326	0	0
Sample1539	750	0	265	0
Sample1540	767	212	0	0
Sample1541	858	0	0	142
Sample1542	0	1015	0	0
Sample1543	416	552	0	0
Sample1544	767	225	0	0
Sample1545	672	342	0	0
Sample1546	563	245	0	159
Sample1547	786	0	206	0
Sample1548	0	606	190	217
Sample1549	785	187	0	0
Sample1550	859	0	0	121
Sample1551	0	561	235	212
Sample1552	190	0	432	377
Sample1553	344	637	0	0
Sample1554	257	730	0	0
Sample1555	364	313	0	338
Sample1556	344	0	469	150
Sample1557	735	245	0	0
Sample1558	704	0	177	119
Sample1559	302	678	0	0
Sample1560	729	271	0	0
Sample1561	868	0	0	112
Sample1562	788	192	0	0
Sample1563	367	657	0	0
Sample1564	190	0	432	377
Sample1565	300	665	0	0
Sample1566	324	663	0	0
Sample1567	515	256	0	238
Sample1568	801	207	0	0
Sample1569	423	585	0	0
Sample1570	338	692	0	0
Sample1571	862	0	0	153
Sample1572	310	703	0	0
Sample1573	830	0	0	170
Sample1574	459	367	0	185
Sample1575	410	0	562	0
Sample1576	468	336	0	208
Sample1577	306	674	0	0
Sample1578	267	706	0	0
Sample1579	844	0	0	171
Sample1580	777	231	0	0
Sample1581	748	0	0	217
Sample1582	863	0	0	145
Sample1583	795	197	0	0
Sample1584	402	632	0	0
Sample1585	855	0	0	130
Sample1586	305	682	0	0
Sample1587	731	254	0	0
Sample1588	321	398	0	295
Sample1589	550	0	474	0
Sample1590	378	602	0	0
Sample1591	819	0	0	196
Sample1592	363	612	0	0
Sample1593	673	354	0	0
Sample1594	732	0	252	0
Sample1595	678	0	0	298
Sample1596	710	308	0	0
Sample1597	304	662	0	0
Sample1598	777	0	223	0
Sample1599	741	0	0	265
Sample1600	738	289	0	0
Sample1601	772	236	0	0
Sample1602	851	0	0	135
Sample1603	1008	0	0	0
Sample1604	0	657	379	0
Sample1605	337	640	0	0
Sample1606	294	680	0	0
Sample1607	766	0	234	0
Sample1608	733	259	0	0
Sample1609	747	245	0	0
Sample1610	788	238	0	0
Sample1611	0	603	433	0
Sample1612	758	270	0	0
Sample1613	710	298	0	0
Sample1614	771	243	0	0
Sample1615	311	654	0	0
Sample1616	753	273	0	0
Sample1617	361	621	0	0
Sample1618	410	0	562	0
Sample1619	0	804	0	198
Sample1620	190	0	432	377
Sample1621	747	237	0	0
Sample1622	729	0	263	0
Sample1623	464	261	259	0
Sample1624	299	725	0	0
Sample1625	772	236	0	0
Sample1626	349	0	279	380
Sample1627	0	600	172	235
Sample1628	304	470	252	0
Sample1629	783	217	0	0
Sample1630	371	605	0	0
Sample1631	437	0	377	200
Sample1632	648	0	0	368
Sample1633	514	0	469	0
Sample1634	807	193	0	0
Sample1635	758	242	0	0
Sample1636	761	0	0	206
Sample1637	532	455	0	0
Sample1638	763	223	0	0
Sample1639	992	0	0	0
Sample1640	850	0	0	136
Sample1641	786	222	0	0
Sample1642	436	362	0	177
Sample1643	706	307	0	0
Sample1644	340	626	0	0
Sample1645	410	0	562	0
Sample1646	733	293	0	0
Sample1647	391	279	0	348
Sample1648	404	572	0	0
Sample1649	0	635	381	0
Sample1650	334	645	0	0
Sample1651	432	399	0	163
Sample1652	612	0	0	401
Sample1653	319	669	0	0
Sample1654	717	301	0	0
Sample1655	371	610	0	0
Sample1656	410	0	562	0
Sample1657	688	304	0	0
Sample1658	780	250	0	0
Sample1659	773	217	0	0
Sample1660	1008	0	0	0
Sample1661	718	301	0	0
Sample1662	280	693	0	0
Sample1663	658	350	0	0
Sample1664	843	0	0	142
Sample1665	851	0	0	121
Sample1666	0	367	417	234
Sample1667	0	843	0	172
Sample1668	463	510	0	0
Sample1669	288	680	0	0
Sample1670	500	482	0	0
Sample1671	805	209	0	0
Sample1672	514	0	469	0
Sample1673	723	285	0	0
Sample1674	801	207	0	0
Sample1675	783	209	0	0
Sample1676	316	657	0	0
Sample1677	424	602	0	0
Sample1678	779	221	0	0
Sample1679	373	596	0	0
Sample1680	381	278	0	353
Sample1681	753	232	0	0
Sample1682	614	409	0	0
Sample1683	327	648	0	0
Sample1684	605	0	0	376
Sample1685	330	652	0	0
Sample1686	514	0	469	0
Sample1687	802	187	0	0
Sample1688	985	0	0	0
Sample1689	857	0	0	143
Sample1690	737	255	0	0
Sample1691	0	255	570	197
Sample1692	716	264	0	0
Sample1693	746	268	0	0
Sample1694	207	772	0	0
Sample1695	339	688	0	0
Sample1696	395	599	0	0
Sample1697	776	224	0	0
Sample1698	476	351	0	196
Sample1699	431	604	0	0
Sample1700	855	0	0	145
Sample1701	1008	0	0	0
Sample1702	605	238	0	137
Sample1703	585	274	0	170
Sample1704	761	256	0	0
Sample1705	375	598	0	0
Sample1706	534	448	0	0
Sample1707	857	0	0	151
Sample1708	410	0	562	0
Sample1709	719	296	0	0
Sample1710	587	0	278	127
Sample1711	821	0	0	179
Sample1712	762	0	217	0
Sample1713	410	0	562	0
Sample1714	294	419	267	0
