Iteration	L1	L1 %	L2	L2 %	KL Divergence
629	1.956	14.826	0.375	18.238	0.022
630	1.877	14.254	0.354	17.419	0.02
631	1.8	13.648	0.329	16.133	0.019
632	1.866	14.115	0.346	16.879	0.02
633	1.799	13.638	0.338	16.523	0.019
634	1.898	14.361	0.345	16.845	0.02
635	1.846	13.986	0.346	17.017	0.019
636	1.887	14.313	0.356	17.397	0.02
637	1.848	13.951	0.35	17.259	0.02
638	1.866	14.08	0.349	16.949	0.02
639	1.862	14.109	0.34	16.66	0.02
640	1.842	13.931	0.349	17.039	0.02
641	1.926	14.595	0.359	17.688	0.021
642	1.831	13.849	0.335	16.509	0.019
643	1.825	13.787	0.334	16.437	0.019
644	1.823	13.734	0.347	16.833	0.019
645	1.837	13.901	0.342	16.632	0.019
646	1.833	13.896	0.34	16.696	0.02
647	1.892	14.344	0.34	16.768	0.019
648	1.844	13.963	0.342	16.821	0.02
649	1.846	14.004	0.344	16.925	0.019
650	1.938	14.721	0.348	17.189	0.021
651	1.892	14.317	0.351	17.267	0.02
652	1.878	14.224	0.349	17.069	0.02
653	1.874	14.208	0.346	16.939	0.02
654	1.838	13.901	0.342	16.704	0.019
655	1.898	14.351	0.354	17.461	0.02
656	1.871	14.179	0.349	17.214	0.02
657	1.895	14.33	0.359	17.606	0.02
658	1.844	13.93	0.329	16.179	0.019
659	1.917	14.52	0.353	17.288	0.021
660	1.804	13.673	0.339	16.651	0.019
661	1.927	14.561	0.35	17.223	0.021
662	1.882	14.252	0.345	17.001	0.02
663	1.852	14.034	0.34	16.6	0.019
664	1.859	14.082	0.352	17.223	0.02
665	1.889	14.272	0.348	17.186	0.019
666	1.887	14.332	0.349	17.11	0.02
667	1.84	13.904	0.339	16.542	0.019
668	1.85	13.992	0.347	16.918	0.02
669	1.927	14.614	0.359	17.492	0.021
670	1.876	14.234	0.35	17.104	0.02
671	1.912	14.506	0.355	17.459	0.021
672	1.894	14.35	0.354	17.245	0.02
673	1.846	13.963	0.347	16.994	0.02
674	1.885	14.252	0.364	17.747	0.02
675	1.855	14.061	0.341	16.766	0.02
676	1.872	14.161	0.357	17.298	0.02
677	1.919	14.546	0.367	17.836	0.021
678	1.931	14.629	0.366	17.929	0.022
679	1.908	14.425	0.352	17.367	0.02
680	1.788	13.522	0.341	16.769	0.019
681	1.866	14.141	0.344	16.954	0.02
682	1.874	14.169	0.354	17.333	0.02
683	1.899	14.411	0.351	17.194	0.02
684	1.837	13.921	0.351	17.131	0.019
685	1.888	14.314	0.354	17.355	0.02
686	1.822	13.764	0.359	17.418	0.019
687	1.808	13.672	0.329	16.178	0.019
688	1.932	14.656	0.36	17.682	0.021
689	1.876	14.172	0.343	16.73	0.019
690	1.847	13.99	0.345	16.882	0.019
691	1.755	13.28	0.324	15.91	0.018
692	1.886	14.316	0.357	17.334	0.021
693	1.835	13.881	0.349	17.031	0.02
694	1.91	14.493	0.354	17.426	0.021
695	1.845	13.955	0.347	16.941	0.018
696	1.886	14.274	0.347	17.116	0.02
697	1.913	14.494	0.349	17.086	0.02
698	1.909	14.473	0.35	17.173	0.021
699	1.92	14.536	0.358	17.539	0.021
700	1.884	14.244	0.353	17.203	0.02
701	1.822	13.77	0.342	16.812	0.019
702	1.834	13.872	0.345	16.863	0.02
703	1.836	13.901	0.338	16.547	0.019
704	1.87	14.153	0.347	16.858	0.02
705	1.854	14.03	0.341	16.707	0.019
706	1.828	13.856	0.34	16.786	0.019
707	1.902	14.393	0.353	17.267	0.02
708	1.904	14.447	0.355	17.511	0.02
709	1.862	14.078	0.347	16.96	0.019
710	1.876	14.193	0.35	17.133	0.02
711	1.872	14.171	0.344	16.742	0.02
712	1.873	14.187	0.359	17.489	0.02
713	1.846	13.94	0.336	16.454	0.019
714	1.853	13.985	0.344	16.906	0.019
715	1.859	14.087	0.351	17.077	0.02
716	1.833	13.856	0.356	17.306	0.02
717	1.842	13.921	0.343	16.836	0.02
718	1.902	14.379	0.355	17.318	0.021
719	1.826	13.799	0.343	16.855	0.019
720	1.888	14.34	0.36	17.577	0.021
721	1.805	13.686	0.341	16.796	0.02
722	1.864	14.12	0.354	17.299	0.02
723	1.857	14.023	0.356	17.267	0.02
724	1.85	14.009	0.347	16.898	0.019
725	1.841	13.923	0.339	16.526	0.019
726	1.845	13.964	0.348	17.013	0.02
727	1.865	14.131	0.341	16.736	0.02
728	1.845	13.991	0.345	16.786	0.019
729	1.931	14.609	0.361	17.601	0.021
730	1.784	13.536	0.328	16.094	0.019
731	1.851	14.037	0.342	16.685	0.02
732	1.869	14.152	0.342	16.71	0.019
733	1.8	13.665	0.347	16.814	0.019
734	1.868	14.097	0.357	17.331	0.02
735	1.903	14.36	0.372	18.091	0.021
736	1.934	14.645	0.364	17.838	0.021
737	1.908	14.518	0.35	17.279	0.021
738	1.844	13.941	0.348	17.036	0.019
739	1.891	14.314	0.351	17.16	0.02
740	1.831	13.838	0.329	16.305	0.019
741	1.934	14.638	0.357	17.589	0.02
742	1.836	13.911	0.346	16.978	0.02
743	1.86	14.068	0.34	16.63	0.019
744	1.848	13.972	0.345	16.753	0.019
745	1.842	13.945	0.342	16.804	0.019
746	1.908	14.421	0.354	17.324	0.02
747	1.871	14.178	0.344	16.867	0.019
748	1.819	13.761	0.339	16.613	0.02
749	1.871	14.176	0.356	17.34	0.02
750	1.916	14.521	0.356	17.439	0.02
751	1.837	13.912	0.339	16.628	0.019
752	1.902	14.4	0.353	17.282	0.021
753	1.888	14.296	0.352	17.276	0.021
754	1.911	14.505	0.355	17.396	0.02
755	1.831	13.837	0.343	16.825	0.019
756	1.946	14.708	0.368	17.939	0.022
757	1.798	13.629	0.34	16.543	0.019
758	1.895	14.333	0.355	17.309	0.021
759	1.909	14.445	0.348	17.044	0.02
760	1.873	14.175	0.345	16.944	0.02
761	1.775	13.441	0.327	16.057	0.018
762	1.879	14.263	0.354	17.239	0.02
763	1.919	14.558	0.357	17.452	0.021
764	1.786	13.505	0.34	16.647	0.019
765	1.841	13.907	0.34	16.717	0.02
766	1.803	13.666	0.334	16.32	0.019
767	1.883	14.289	0.352	17.292	0.021
768	1.906	14.412	0.355	17.312	0.02
769	1.89	14.293	0.356	17.31	0.02
770	1.908	14.452	0.345	16.907	0.02
771	1.901	14.382	0.354	17.25	0.02
772	1.826	13.802	0.354	17.233	0.02
773	1.959	14.854	0.367	17.824	0.022
774	1.861	14.012	0.347	16.87	0.02
775	1.924	14.571	0.356	17.344	0.021
776	1.953	14.822	0.359	17.64	0.021
777	1.805	13.644	0.34	16.638	0.019
778	1.911	14.466	0.354	17.369	0.02
779	1.841	13.932	0.338	16.453	0.019
780	1.88	14.225	0.347	17.046	0.02
781	1.841	13.967	0.339	16.639	0.02
782	1.892	14.301	0.342	16.827	0.02
783	1.849	13.997	0.339	16.491	0.019
784	1.915	14.509	0.354	17.411	0.02
785	1.874	14.181	0.357	17.519	0.02
786	1.894	14.318	0.36	17.611	0.021
787	1.898	14.4	0.347	17.111	0.02
788	1.813	13.697	0.335	16.411	0.019
789	1.863	14.104	0.344	16.711	0.019
790	1.902	14.423	0.355	17.353	0.021
791	1.871	14.17	0.352	17.215	0.02
792	1.84	13.909	0.339	16.696	0.019
793	1.88	14.248	0.352	17.108	0.02
794	1.864	14.124	0.354	17.336	0.02
795	1.862	14.08	0.347	16.971	0.02
796	1.867	14.121	0.353	17.322	0.021
797	1.865	14.139	0.353	17.336	0.02
798	1.895	14.346	0.35	17.266	0.02
799	1.818	13.771	0.336	16.608	0.019
800	1.869	14.175	0.349	17.036	0.02
801	1.816	13.733	0.349	17.045	0.019
802	1.82	13.775	0.338	16.59	0.018
803	1.806	13.649	0.336	16.33	0.019
804	1.867	14.112	0.346	16.985	0.019
805	1.958	14.818	0.359	17.545	0.021
806	1.885	14.306	0.352	17.221	0.021
807	1.868	14.135	0.345	16.767	0.02
808	1.894	14.365	0.352	17.322	0.02
809	1.867	14.126	0.348	16.95	0.02
810	1.813	13.703	0.344	16.829	0.019
811	1.845	14.003	0.34	16.666	0.019
812	1.877	14.216	0.343	16.948	0.019
813	1.829	13.817	0.349	17.056	0.019
814	1.891	14.363	0.35	17.129	0.02
815	1.917	14.53	0.358	17.521	0.02
816	1.812	13.721	0.337	16.622	0.02
817	1.797	13.63	0.339	16.628	0.019
818	1.973	14.957	0.364	17.742	0.02
819	1.891	14.294	0.348	16.968	0.02
820	1.896	14.374	0.352	17.219	0.02
821	1.872	14.173	0.354	17.305	0.019
822	1.826	13.843	0.338	16.68	0.019
823	1.865	14.121	0.347	16.98	0.02
824	1.828	13.843	0.334	16.271	0.019
825	1.874	14.146	0.355	17.423	0.02
826	1.89	14.341	0.351	17.195	0.02
827	1.862	14.09	0.341	16.845	0.02
828	1.848	14.024	0.344	16.823	0.02
829	1.903	14.417	0.358	17.63	0.021
830	1.847	13.951	0.352	17.152	0.02
831	1.831	13.821	0.346	16.854	0.019
832	1.833	13.855	0.347	16.901	0.019
833	1.816	13.746	0.334	16.428	0.019
834	1.896	14.395	0.355	17.402	0.02
835	1.858	14.013	0.348	17.007	0.02
836	1.864	14.079	0.34	16.737	0.02
837	1.842	13.966	0.348	17.055	0.02
838	1.864	14.107	0.345	16.837	0.02
839	1.871	14.19	0.349	17.107	0.02
840	1.932	14.639	0.361	17.611	0.02
841	1.889	14.313	0.344	16.862	0.021
842	1.854	14.059	0.348	16.919	0.019
843	1.895	14.351	0.343	16.775	0.02
844	1.896	14.392	0.359	17.573	0.02
845	1.961	14.829	0.365	17.924	0.02
846	1.897	14.367	0.348	16.836	0.02
847	1.876	14.215	0.351	17.264	0.02
848	1.825	13.821	0.342	16.648	0.019
849	1.875	14.24	0.348	17.151	0.02
850	1.872	14.165	0.352	17.156	0.02
851	1.962	14.881	0.356	17.617	0.021
852	1.801	13.648	0.335	16.455	0.018
853	1.851	13.971	0.35	17.073	0.02
854	1.859	14.087	0.342	16.824	0.019
855	1.88	14.231	0.35	17.249	0.02
856	1.816	13.745	0.348	16.971	0.019
857	1.835	13.883	0.346	16.92	0.02
858	1.903	14.402	0.36	17.487	0.02
859	1.796	13.609	0.338	16.559	0.019
860	1.86	14.103	0.356	17.356	0.02
861	1.834	13.879	0.336	16.564	0.019
862	1.793	13.574	0.333	16.23	0.019
863	1.862	14.069	0.338	16.633	0.02
864	1.927	14.583	0.359	17.61	0.02
865	1.893	14.31	0.352	17.119	0.02
866	1.819	13.761	0.338	16.528	0.019
867	1.807	13.688	0.345	16.809	0.02
868	1.86	14.062	0.352	17.243	0.02
869	1.89	14.307	0.349	17.241	0.019
870	1.934	14.654	0.351	17.194	0.021
871	1.878	14.204	0.34	16.62	0.02
872	1.889	14.297	0.346	17.089	0.02
873	1.927	14.622	0.355	17.308	0.021
874	1.782	13.477	0.335	16.291	0.018
875	1.88	14.233	0.354	17.363	0.02
876	1.893	14.297	0.351	17.226	0.02
877	1.906	14.432	0.356	17.474	0.021
878	1.888	14.316	0.35	17.255	0.02
879	1.883	14.265	0.356	17.343	0.02
880	1.848	13.972	0.343	16.778	0.019
881	1.814	13.727	0.343	16.739	0.019
882	1.829	13.859	0.347	17.061	0.019
883	1.846	13.916	0.355	17.391	0.02
884	1.872	14.145	0.351	17.099	0.02
885	1.806	13.678	0.338	16.583	0.019
886	1.864	14.112	0.352	17.243	0.02
887	1.853	13.968	0.355	17.221	0.02
888	1.914	14.526	0.351	17.278	0.021
889	1.933	14.653	0.355	17.316	0.021
890	1.822	13.776	0.341	16.663	0.018
891	1.899	14.37	0.352	17.157	0.02
892	1.933	14.628	0.351	17.247	0.021
893	1.927	14.609	0.355	17.306	0.021
894	1.878	14.214	0.357	17.272	0.02
895	1.861	14.053	0.347	16.968	0.019
896	1.861	14.065	0.354	17.239	0.02
897	1.873	14.185	0.342	16.771	0.021
898	1.887	14.279	0.355	17.324	0.02
899	1.956	14.821	0.363	17.839	0.022
900	1.801	13.612	0.335	16.41	0.019
901	1.885	14.276	0.346	16.9	0.02
902	1.825	13.826	0.328	16.139	0.019
903	1.835	13.829	0.345	16.892	0.019
904	1.848	13.995	0.348	16.972	0.019
905	1.876	14.224	0.354	17.39	0.02
906	1.878	14.235	0.349	17.023	0.02
907	1.885	14.229	0.368	17.728	0.02
908	1.847	13.971	0.35	17.05	0.02
909	1.908	14.436	0.361	17.578	0.021
910	1.8	13.625	0.334	16.548	0.018
911	1.853	13.986	0.347	16.92	0.02
912	1.875	14.192	0.352	17.261	0.02
913	1.867	14.175	0.351	17.23	0.02
914	1.886	14.287	0.353	17.223	0.02
915	1.913	14.471	0.354	17.37	0.021
916	1.837	13.893	0.346	16.887	0.02
917	1.985	14.989	0.379	18.366	0.022
918	1.797	13.599	0.342	16.747	0.019
919	1.899	14.366	0.354	17.341	0.021
920	1.795	13.559	0.335	16.506	0.019
921	1.888	14.297	0.36	17.6	0.02
922	1.835	13.879	0.338	16.441	0.019
923	1.838	13.911	0.338	16.555	0.019
924	1.82	13.782	0.339	16.677	0.019
925	1.935	14.676	0.356	17.358	0.021
926	1.871	14.141	0.348	16.98	0.02
927	1.881	14.221	0.352	17.345	0.02
928	1.859	14.055	0.338	16.596	0.02
929	1.888	14.282	0.357	17.362	0.021
930	1.97	14.924	0.364	17.779	0.021
931	1.838	13.931	0.342	16.907	0.019
932	1.885	14.255	0.345	16.892	0.02
933	1.885	14.277	0.347	17.174	0.02
934	1.873	14.145	0.341	16.679	0.02
935	1.825	13.782	0.337	16.533	0.019
936	1.902	14.382	0.355	17.233	0.02
937	1.898	14.399	0.362	17.717	0.021
938	1.847	13.996	0.343	16.809	0.019
939	1.81	13.721	0.336	16.523	0.019
940	1.852	14.009	0.345	16.914	0.02
941	1.86	14.047	0.354	17.281	0.02
942	1.772	13.412	0.333	16.394	0.019
943	1.908	14.488	0.347	16.99	0.02
944	1.885	14.246	0.353	17.499	0.021
945	1.873	14.224	0.351	17.211	0.02
946	1.854	14.041	0.346	16.873	0.019
947	1.917	14.534	0.356	17.398	0.021
948	1.843	13.96	0.342	16.669	0.02
949	1.829	13.86	0.339	16.68	0.02
950	1.878	14.241	0.344	16.931	0.02
951	1.841	13.919	0.343	16.702	0.02
952	1.822	13.798	0.347	17.036	0.02
953	1.855	14.047	0.35	17.156	0.021
954	1.935	14.596	0.356	17.524	0.021
955	1.866	14.141	0.359	17.531	0.02
956	1.885	14.248	0.355	17.463	0.02
957	1.886	14.283	0.353	17.267	0.02
958	1.872	14.18	0.349	17.123	0.02
959	1.835	13.901	0.341	16.669	0.019
960	1.843	13.908	0.343	16.833	0.02
961	1.868	14.129	0.348	16.911	0.019
962	1.898	14.392	0.352	17.24	0.02
963	1.903	14.377	0.361	17.635	0.02
964	1.886	14.244	0.359	17.368	0.019
965	1.857	14.066	0.338	16.665	0.02
966	1.843	13.958	0.344	16.89	0.019
967	1.854	14.054	0.342	16.809	0.019
968	1.807	13.729	0.337	16.606	0.019
969	1.865	14.12	0.345	16.844	0.019
970	1.882	14.23	0.355	17.414	0.02
971	1.849	13.967	0.345	16.873	0.019
972	1.863	14.076	0.347	17.041	0.02
973	1.814	13.738	0.331	16.279	0.019
974	1.881	14.237	0.355	17.265	0.02
975	1.851	14.025	0.341	16.848	0.02
976	1.897	14.371	0.353	17.347	0.02
977	1.919	14.514	0.359	17.56	0.021
978	1.865	14.071	0.338	16.526	0.02
979	1.845	13.967	0.347	17.002	0.02
980	1.872	14.163	0.35	17.15	0.02
981	1.902	14.431	0.346	17.02	0.021
982	1.919	14.479	0.368	17.842	0.021
983	1.891	14.332	0.356	17.416	0.02
984	1.916	14.522	0.352	17.25	0.02
985	1.815	13.752	0.336	16.521	0.019
986	1.871	14.209	0.343	16.838	0.02
987	1.87	14.188	0.351	17.249	0.02
988	1.921	14.491	0.362	17.627	0.021
989	1.859	14.056	0.35	17.163	0.019
990	1.842	13.964	0.344	16.879	0.02
991	1.916	14.509	0.362	17.754	0.021
992	1.95	14.802	0.354	17.448	0.021
993	1.854	14.034	0.343	16.708	0.019
994	1.844	13.922	0.345	16.829	0.019
995	1.909	14.523	0.355	17.495	0.021
996	1.764	13.362	0.325	15.906	0.018
997	1.855	14.009	0.351	17.23	0.02
998	1.89	14.321	0.35	17.142	0.02
999	1.912	14.435	0.351	17.033	0.02
1000	1.832	13.851	0.342	16.785	0.019
