Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
Sample111	3842	1.0	128.664	3.349%	22.458	2.985%	0.0019
Sample112	3872	1.0	126.817	3.275%	22.42	2.955%	0.0018
Sample113	3895	1.0	132.855	3.411%	23.171	3.038%	0.0019
Sample114	3934	1.0	133.661	3.398%	23.727	3.082%	0.0019
Sample115	3969	1.0	136.834	3.448%	23.73	3.057%	0.0019
Sample116	3999	1.0	137.931	3.449%	23.557	3.011%	0.002
Sample117	4029	1.0	138.542	3.439%	23.932	3.034%	0.002
Sample118	4060	1.0	145.367	3.58%	25.07	3.155%	0.002
Sample119	4132	1.0	133.977	3.242%	23.506	2.916%	0.0016
Sample120	4162	1.0	135.816	3.263%	23.592	2.904%	0.0016
Sample121	4191	1.0	139.661	3.332%	24.903	3.039%	0.0016
Sample122	4222	1.0	139.003	3.292%	23.845	2.889%	0.0017
Sample123	4241	1.0	144.33	3.403%	25.012	3.021%	0.0017
Sample124	4279	1.0	137.648	3.217%	24.547	2.937%	0.0017
Sample125	4316	1.0	133.032	3.082%	24.31	2.885%	0.0016
Sample126	4350	1.0	131.519	3.023%	23.444	2.758%	0.0016
Sample127	4350	1.0	131.519	3.023%	23.444	2.758%	0.0016
Sample128	4383	1.0	137.909	3.146%	24.555	2.867%	0.0015
Sample129	4406	1.0	135.725	3.08%	23.888	2.773%	0.0015
Sample130	4432	1.0	142.089	3.206%	24.234	2.796%	0.0016
Sample131	4459	1.0	146.386	3.283%	24.47	2.806%	0.0016
Sample132	4485	1.0	146.717	3.271%	24.373	2.777%	0.0016
Sample133	4515	1.0	152.856	3.386%	25.569	2.891%	0.0017
Sample134	4541	1.0	158.377	3.488%	25.978	2.92%	0.0017
Sample135	4572	1.0	163.409	3.574%	27.016	3.016%	0.0018
Sample136	4602	1.0	164.518	3.575%	27.586	3.058%	0.0018
Sample137	4627	1.0	167.126	3.612%	28.509	3.142%	0.0018
Sample138	4668	1.0	155.937	3.341%	26.055	2.845%	0.0016
Sample139	4699	1.0	153.287	3.262%	25.996	2.82%	0.0016
Sample140	4772	1.0	140.352	2.941%	24.507	2.627%	0.0013
