Iteration	L1	L1 %	L2	L2 %	KL Divergence
630	2.447	18.43	0.459	22.687	0.031
631	2.409	18.152	0.442	21.768	0.03
632	2.491	18.767	0.459	22.544	0.032
633	2.431	18.297	0.449	22.061	0.031
634	2.527	19.033	0.461	22.689	0.033
635	2.413	18.16	0.446	22.221	0.03
636	2.518	18.96	0.471	22.992	0.032
637	2.423	18.259	0.45	22.276	0.031
638	2.448	18.403	0.451	22.286	0.03
639	2.421	18.234	0.442	22.0	0.031
640	2.477	18.673	0.459	22.574	0.032
641	2.515	18.951	0.465	22.948	0.032
642	2.413	18.167	0.444	22.013	0.03
643	2.422	18.248	0.447	22.046	0.03
644	2.504	18.822	0.466	22.633	0.031
645	2.482	18.634	0.459	22.534	0.031
646	2.472	18.64	0.454	22.397	0.032
647	2.452	18.478	0.442	21.791	0.03
648	2.45	18.428	0.455	22.644	0.032
649	2.426	18.285	0.448	22.205	0.03
650	2.489	18.794	0.444	22.127	0.032
651	2.483	18.738	0.457	22.677	0.032
652	2.474	18.654	0.453	22.505	0.032
653	2.464	18.586	0.461	22.602	0.032
654	2.452	18.447	0.452	22.2	0.03
655	2.468	18.568	0.458	22.795	0.032
656	2.456	18.492	0.456	22.561	0.031
657	2.477	18.635	0.469	23.156	0.032
658	2.442	18.417	0.446	21.863	0.031
659	2.5	18.834	0.462	22.688	0.032
660	2.416	18.182	0.445	22.028	0.03
661	2.462	18.562	0.454	22.604	0.032
662	2.449	18.459	0.447	22.111	0.031
663	2.429	18.322	0.45	22.084	0.03
664	2.421	18.224	0.46	22.651	0.031
665	2.456	18.51	0.447	22.202	0.031
666	2.482	18.744	0.453	22.511	0.032
667	2.441	18.384	0.447	21.973	0.031
668	2.445	18.42	0.451	22.1	0.031
669	2.516	18.972	0.47	23.073	0.033
670	2.442	18.387	0.451	22.313	0.031
671	2.51	18.918	0.463	22.863	0.032
672	2.512	18.955	0.466	22.893	0.032
673	2.482	18.704	0.464	22.731	0.031
674	2.498	18.833	0.471	23.122	0.032
675	2.435	18.334	0.451	22.316	0.031
676	2.484	18.685	0.464	22.822	0.032
677	2.492	18.743	0.479	23.356	0.032
678	2.498	18.808	0.467	23.142	0.034
679	2.492	18.785	0.456	22.613	0.032
680	2.43	18.289	0.446	22.094	0.03
681	2.484	18.734	0.451	22.272	0.032
682	2.523	18.989	0.471	23.154	0.033
683	2.483	18.718	0.457	22.357	0.031
684	2.467	18.575	0.464	22.772	0.031
685	2.471	18.619	0.46	22.598	0.031
686	2.472	18.597	0.473	23.136	0.032
687	2.405	18.138	0.444	22.094	0.031
688	2.552	19.216	0.47	22.969	0.032
689	2.419	18.206	0.447	22.055	0.031
690	2.461	18.529	0.459	22.406	0.03
691	2.404	18.119	0.435	21.763	0.031
692	2.487	18.733	0.463	22.695	0.032
693	2.447	18.441	0.458	22.489	0.031
694	2.492	18.815	0.451	22.352	0.032
695	2.407	18.145	0.452	22.451	0.031
696	2.409	18.141	0.448	22.112	0.03
697	2.525	19.056	0.464	22.779	0.033
698	2.505	18.889	0.457	22.676	0.032
699	2.464	18.571	0.457	22.46	0.031
700	2.484	18.706	0.462	22.728	0.032
701	2.442	18.375	0.453	22.399	0.031
702	2.48	18.665	0.46	22.504	0.031
703	2.457	18.529	0.45	22.145	0.031
704	2.484	18.72	0.458	22.421	0.032
705	2.454	18.481	0.455	22.44	0.031
706	2.414	18.221	0.443	22.019	0.031
707	2.473	18.621	0.462	22.814	0.032
708	2.471	18.665	0.461	22.85	0.032
709	2.424	18.231	0.453	22.31	0.03
710	2.402	18.08	0.445	22.015	0.03
711	2.481	18.686	0.455	22.35	0.031
712	2.478	18.684	0.471	23.096	0.033
713	2.457	18.506	0.45	22.176	0.031
714	2.482	18.673	0.464	22.779	0.032
715	2.484	18.73	0.466	22.815	0.032
716	2.459	18.522	0.471	22.966	0.032
717	2.465	18.575	0.454	22.395	0.032
718	2.485	18.71	0.465	22.93	0.033
719	2.479	18.649	0.451	22.405	0.031
720	2.489	18.794	0.465	22.834	0.033
721	2.438	18.404	0.449	22.29	0.031
722	2.455	18.489	0.453	22.421	0.031
723	2.456	18.489	0.464	22.639	0.031
724	2.488	18.747	0.466	22.743	0.032
725	2.451	18.509	0.446	22.03	0.031
726	2.49	18.788	0.461	22.678	0.032
727	2.416	18.192	0.441	21.914	0.031
728	2.475	18.649	0.458	22.406	0.031
729	2.566	19.317	0.477	23.33	0.033
730	2.389	18.007	0.439	21.796	0.03
731	2.452	18.476	0.45	22.122	0.031
732	2.411	18.155	0.446	21.912	0.03
733	2.447	18.446	0.465	22.581	0.031
734	2.472	18.635	0.47	22.822	0.032
735	2.527	19.023	0.485	23.581	0.033
736	2.532	19.099	0.468	23.08	0.032
737	2.508	18.931	0.451	22.394	0.032
738	2.485	18.734	0.471	22.952	0.031
739	2.496	18.781	0.462	22.694	0.031
740	2.381	17.936	0.43	21.422	0.03
741	2.51	18.92	0.464	22.961	0.033
742	2.425	18.283	0.452	22.194	0.031
743	2.445	18.454	0.446	22.062	0.031
744	2.444	18.387	0.453	22.156	0.031
745	2.481	18.682	0.457	22.481	0.031
746	2.548	19.205	0.471	23.01	0.033
747	2.452	18.491	0.456	22.444	0.031
748	2.468	18.602	0.46	22.513	0.032
749	2.488	18.709	0.47	23.039	0.031
750	2.442	18.411	0.458	22.546	0.031
751	2.473	18.649	0.452	22.23	0.032
752	2.524	19.024	0.463	22.723	0.032
753	2.539	19.135	0.465	22.945	0.034
754	2.492	18.801	0.462	22.724	0.032
755	2.448	18.442	0.457	22.525	0.031
756	2.596	19.566	0.483	23.581	0.035
757	2.397	18.061	0.451	22.213	0.03
758	2.466	18.57	0.453	22.372	0.032
759	2.479	18.668	0.458	22.605	0.032
760	2.439	18.387	0.451	22.293	0.031
761	2.358	17.731	0.432	21.387	0.028
762	2.462	18.55	0.46	22.49	0.031
763	2.518	18.99	0.469	22.834	0.032
764	2.496	18.794	0.464	22.708	0.032
765	2.473	18.591	0.451	22.152	0.031
766	2.417	18.238	0.448	22.023	0.031
767	2.491	18.792	0.462	22.74	0.033
768	2.551	19.179	0.473	23.195	0.033
769	2.474	18.641	0.459	22.639	0.031
770	2.456	18.496	0.455	22.319	0.031
771	2.522	18.948	0.471	22.95	0.032
772	2.505	18.876	0.468	22.945	0.032
773	2.563	19.323	0.485	23.493	0.034
774	2.465	18.576	0.466	22.713	0.032
775	2.521	18.987	0.467	22.646	0.032
776	2.542	19.186	0.468	22.923	0.033
777	2.4	18.055	0.443	22.032	0.03
778	2.516	18.945	0.463	22.836	0.033
779	2.485	18.73	0.456	22.274	0.032
780	2.486	18.743	0.456	22.573	0.032
781	2.475	18.669	0.45	22.509	0.032
782	2.531	19.09	0.467	22.805	0.034
783	2.499	18.831	0.457	22.332	0.031
784	2.422	18.244	0.453	22.459	0.031
785	2.511	18.969	0.468	23.071	0.033
786	2.527	19.06	0.479	23.375	0.033
787	2.468	18.646	0.454	22.449	0.032
788	2.421	18.225	0.449	22.19	0.031
789	2.455	18.504	0.458	22.416	0.031
790	2.515	18.955	0.463	22.876	0.033
791	2.505	18.874	0.468	22.945	0.033
792	2.406	18.108	0.442	21.833	0.031
793	2.503	18.883	0.457	22.504	0.032
794	2.442	18.404	0.459	22.521	0.031
795	2.489	18.749	0.464	22.663	0.033
796	2.493	18.804	0.467	23.033	0.033
797	2.46	18.547	0.463	22.731	0.032
798	2.496	18.82	0.459	22.703	0.032
799	2.423	18.248	0.446	22.074	0.03
800	2.454	18.487	0.458	22.351	0.031
801	2.445	18.453	0.461	22.757	0.031
802	2.408	18.101	0.45	22.252	0.03
803	2.441	18.379	0.449	22.043	0.03
804	2.423	18.223	0.452	22.229	0.03
805	2.524	19.002	0.465	22.882	0.032
806	2.483	18.719	0.458	22.639	0.032
807	2.502	18.834	0.462	22.656	0.032
808	2.455	18.5	0.457	22.546	0.032
809	2.495	18.796	0.465	22.625	0.032
810	2.436	18.357	0.453	22.289	0.031
811	2.382	17.935	0.443	21.836	0.029
812	2.407	18.134	0.44	21.892	0.03
813	2.433	18.321	0.452	22.293	0.031
814	2.481	18.713	0.46	22.55	0.032
815	2.505	18.877	0.462	22.914	0.033
816	2.463	18.555	0.453	22.306	0.031
817	2.416	18.227	0.448	22.162	0.03
818	2.583	19.453	0.484	23.478	0.033
819	2.487	18.715	0.462	22.473	0.031
820	2.485	18.757	0.455	22.44	0.032
821	2.412	18.156	0.456	22.397	0.03
822	2.395	18.076	0.439	21.805	0.03
823	2.467	18.633	0.454	22.214	0.031
824	2.388	17.991	0.434	21.434	0.029
825	2.476	18.672	0.471	23.091	0.032
826	2.508	18.905	0.465	22.77	0.032
827	2.488	18.775	0.449	22.291	0.032
828	2.458	18.516	0.455	22.459	0.032
829	2.474	18.621	0.455	22.708	0.032
830	2.412	18.15	0.458	22.592	0.031
831	2.461	18.521	0.468	22.775	0.032
832	2.445	18.418	0.462	22.606	0.031
833	2.433	18.306	0.443	22.055	0.031
834	2.472	18.609	0.456	22.554	0.031
835	2.49	18.747	0.468	22.728	0.032
836	2.473	18.66	0.447	22.149	0.033
837	2.487	18.716	0.456	22.526	0.032
838	2.463	18.546	0.461	22.442	0.031
839	2.471	18.624	0.458	22.513	0.031
840	2.517	18.948	0.473	23.031	0.033
841	2.512	18.93	0.454	22.454	0.033
842	2.444	18.411	0.46	22.573	0.031
843	2.5	18.797	0.461	22.426	0.032
844	2.527	19.049	0.468	22.864	0.031
845	2.543	19.123	0.47	23.222	0.033
846	2.519	18.963	0.462	22.409	0.032
847	2.47	18.624	0.456	22.606	0.032
848	2.476	18.649	0.454	22.313	0.031
849	2.486	18.758	0.457	22.669	0.032
850	2.503	18.854	0.462	22.708	0.032
851	2.483	18.746	0.449	22.322	0.032
852	2.381	17.938	0.439	21.913	0.03
853	2.51	18.883	0.468	22.859	0.032
854	2.446	18.436	0.45	22.231	0.031
855	2.496	18.824	0.458	22.703	0.032
856	2.413	18.161	0.457	22.469	0.031
857	2.436	18.33	0.455	22.36	0.031
858	2.545	19.171	0.475	23.108	0.032
859	2.416	18.204	0.449	22.059	0.03
860	2.52	18.997	0.473	23.084	0.032
861	2.446	18.418	0.445	22.003	0.031
862	2.441	18.403	0.45	22.102	0.03
863	2.531	19.101	0.454	22.444	0.033
864	2.423	18.253	0.452	22.325	0.03
865	2.42	18.189	0.454	22.298	0.03
866	2.405	18.107	0.447	22.067	0.03
867	2.461	18.534	0.451	22.366	0.032
868	2.449	18.439	0.466	22.899	0.032
869	2.451	18.45	0.455	22.53	0.031
870	2.487	18.733	0.466	22.655	0.032
871	2.494	18.781	0.45	22.142	0.031
872	2.441	18.377	0.446	22.184	0.031
873	2.549	19.262	0.472	23.022	0.033
874	2.413	18.157	0.457	22.248	0.03
875	2.529	19.092	0.467	23.084	0.033
876	2.426	18.282	0.452	22.264	0.031
877	2.513	18.961	0.462	22.682	0.033
878	2.465	18.544	0.451	22.408	0.031
879	2.444	18.407	0.455	22.432	0.031
880	2.432	18.312	0.448	22.123	0.031
881	2.377	17.872	0.449	22.122	0.029
882	2.364	17.816	0.444	21.996	0.03
883	2.486	18.743	0.471	23.055	0.033
884	2.482	18.692	0.464	22.742	0.032
885	2.416	18.213	0.443	22.016	0.031
886	2.501	18.849	0.464	22.879	0.033
887	2.469	18.587	0.467	22.886	0.031
888	2.523	19.025	0.453	22.468	0.032
889	2.528	19.045	0.467	22.846	0.033
890	2.458	18.468	0.458	22.331	0.031
891	2.576	19.392	0.476	23.115	0.033
892	2.553	19.224	0.46	22.702	0.033
893	2.54	19.136	0.474	23.146	0.034
894	2.499	18.832	0.466	22.705	0.032
895	2.48	18.69	0.465	22.741	0.032
896	2.503	18.859	0.466	22.764	0.032
897	2.489	18.773	0.455	22.449	0.032
898	2.459	18.507	0.46	22.665	0.031
899	2.507	18.92	0.471	23.286	0.034
900	2.456	18.325	0.495	22.804	0.033
901	2.514	18.942	0.463	22.857	0.033
902	2.386	17.949	0.439	21.783	0.03
903	2.464	18.551	0.461	22.618	0.032
904	2.437	18.338	0.453	22.267	0.03
905	2.448	18.463	0.456	22.544	0.031
906	2.529	19.085	0.462	22.761	0.033
907	2.509	18.892	0.486	23.338	0.032
908	2.478	18.657	0.465	22.866	0.032
909	2.5	18.847	0.469	22.955	0.033
910	2.349	17.685	0.432	21.626	0.028
911	2.462	18.544	0.457	22.421	0.032
912	2.493	18.76	0.461	22.685	0.032
913	2.411	18.158	0.453	22.39	0.031
914	2.439	18.448	0.458	22.592	0.032
915	2.508	18.887	0.462	22.783	0.033
916	2.457	18.523	0.465	22.75	0.033
917	2.547	19.186	0.483	23.524	0.033
918	2.409	18.129	0.458	22.408	0.031
919	2.537	19.147	0.47	22.935	0.033
920	2.409	18.137	0.448	22.142	0.031
921	2.49	18.758	0.466	22.984	0.032
922	2.475	18.599	0.458	22.408	0.032
923	2.443	18.386	0.447	22.038	0.03
924	2.403	18.128	0.445	22.051	0.03
925	2.517	18.984	0.459	22.704	0.033
926	2.463	18.577	0.455	22.203	0.031
927	2.497	18.824	0.462	22.887	0.032
928	2.485	18.762	0.45	22.118	0.032
929	2.482	18.726	0.467	22.915	0.033
930	2.557	19.259	0.475	23.248	0.033
931	2.404	18.098	0.445	22.061	0.03
932	2.463	18.566	0.447	22.077	0.031
933	2.484	18.726	0.454	22.462	0.032
934	2.481	18.664	0.448	22.156	0.032
935	2.485	18.705	0.459	22.621	0.032
936	2.509	18.89	0.468	22.936	0.032
937	2.501	18.852	0.464	22.811	0.032
938	2.433	18.35	0.448	22.128	0.03
939	2.437	18.362	0.445	22.08	0.031
940	2.456	18.537	0.452	22.239	0.031
941	2.461	18.53	0.469	23.133	0.032
942	2.396	18.072	0.447	22.075	0.031
943	2.449	18.471	0.448	22.077	0.031
944	2.523	19.013	0.465	22.935	0.033
945	2.476	18.675	0.454	22.495	0.032
946	2.469	18.631	0.456	22.476	0.031
947	2.538	19.118	0.474	23.252	0.033
948	2.467	18.566	0.448	22.037	0.031
949	2.422	18.261	0.445	22.132	0.032
950	2.443	18.416	0.445	22.147	0.031
951	2.467	18.545	0.456	22.551	0.032
952	2.434	18.347	0.462	22.734	0.032
953	2.534	19.088	0.476	23.41	0.034
954	2.483	18.689	0.46	22.694	0.033
955	2.452	18.496	0.467	22.932	0.032
956	2.432	18.307	0.462	22.747	0.031
957	2.494	18.767	0.457	22.553	0.032
958	2.456	18.505	0.457	22.452	0.032
959	2.412	18.171	0.447	22.037	0.031
960	2.435	18.341	0.454	22.32	0.031
961	2.411	18.156	0.446	21.919	0.029
962	2.47	18.627	0.455	22.523	0.032
963	2.532	19.048	0.473	23.082	0.032
964	2.49	18.762	0.471	22.777	0.031
965	2.473	18.626	0.446	22.042	0.031
966	2.361	17.765	0.446	22.188	0.03
967	2.425	18.286	0.454	22.346	0.031
968	2.396	18.052	0.44	21.927	0.03
969	2.461	18.524	0.457	22.593	0.031
970	2.477	18.657	0.467	22.941	0.032
971	2.428	18.282	0.451	22.155	0.03
972	2.458	18.531	0.455	22.463	0.031
973	2.388	18.002	0.432	21.48	0.03
974	2.519	18.989	0.47	22.875	0.032
975	2.42	18.258	0.448	21.994	0.031
976	2.465	18.574	0.46	22.695	0.031
977	2.555	19.273	0.471	23.098	0.033
978	2.476	18.667	0.451	22.21	0.032
979	2.472	18.647	0.459	22.574	0.032
980	2.487	18.746	0.466	22.863	0.032
981	2.504	18.884	0.454	22.472	0.033
982	2.468	18.577	0.468	22.804	0.032
983	2.504	18.893	0.462	22.829	0.032
984	2.453	18.512	0.451	22.282	0.031
985	2.452	18.468	0.456	22.468	0.031
986	2.466	18.612	0.455	22.461	0.032
987	2.481	18.689	0.463	22.656	0.032
988	2.558	19.247	0.475	23.086	0.033
989	2.442	18.376	0.455	22.435	0.031
990	2.437	18.384	0.455	22.504	0.032
991	2.521	18.966	0.468	23.168	0.033
992	2.483	18.718	0.462	22.718	0.032
993	2.53	19.083	0.466	22.676	0.032
994	2.435	18.301	0.457	22.405	0.03
995	2.516	18.976	0.458	22.593	0.032
996	2.401	18.073	0.44	21.781	0.03
997	2.473	18.63	0.458	22.641	0.032
998	2.462	18.547	0.455	22.566	0.032
999	2.492	18.724	0.46	22.505	0.032
1000	2.467	18.579	0.453	22.295	0.031
