Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
Sample573	1024	0.944	243.958	23.824%	37.897	34.077%	0.0498
Sample574	980	0.978	116.849	11.923%	23.211	21.087%	0.0223
Sample575	1017	0.948	274.932	27.034%	39.584	31.812%	0.0546
Sample576	999	0.884	420.732	42.115%	58.136	46.965%	0.1327
Sample577	1000	0.974	117.285	11.728%	25.849	22.791%	0.0226
Sample578	1014	0.973	118.629	11.699%	26.387	23.014%	0.0206
Sample579	983	0.962	184.84	18.804%	32.237	27.352%	0.0365
Sample580	981	0.985	83.461	8.508%	18.814	17.171%	0.0124
Sample581	1008	0.985	97.498	9.672%	19.794	17.409%	0.0113
Sample582	1004	0.966	223.22	22.233%	31.511	25.853%	0.037
Sample583	992	0.988	76.45	7.707%	16.874	15.222%	0.0101
Sample584	967	0.969	165.896	17.156%	28.251	24.712%	0.0296
Sample585	999	0.884	420.732	42.115%	58.136	46.965%	0.1327
Sample586	1000	0.982	102.351	10.235%	21.242	18.823%	0.0175
Sample587	1025	0.963	207.337	20.228%	35.475	26.959%	0.0347
Sample588	992	0.988	78.633	7.927%	17.458	15.587%	0.012
Sample589	1014	0.987	130.479	12.868%	18.436	15.962%	0.0125
Sample590	974	0.974	156.89	16.108%	26.397	22.587%	0.027
Sample591	980	0.988	80.208	8.184%	16.826	15.286%	0.0109
Sample592	1035	0.986	139.063	13.436%	20.635	16.976%	0.0161
Sample593	972	0.959	181.004	18.622%	33.307	28.257%	0.039
Sample594	987	0.969	183.516	18.593%	29.908	25.143%	0.0318
Sample595	1008	0.989	82.733	8.208%	16.631	14.7%	0.011
Sample596	1022	0.953	263.527	25.785%	38.382	30.355%	0.0497
Sample597	1008	0.966	213.187	21.15%	31.883	25.867%	0.0352
Sample598	1035	0.985	119.202	11.517%	20.815	17.373%	0.015
Sample599	992	0.99	73.231	7.382%	16.1	14.375%	0.0099
Sample600	1005	0.951	260.216	25.892%	38.681	30.895%	0.0517
Sample601	992	0.986	78.485	7.912%	18.187	16.407%	0.0108
Sample602	1008	0.979	115.531	11.461%	22.859	20.306%	0.0189
Sample603	1008	0.962	185.615	18.414%	32.894	27.406%	0.0391
Sample604	1014	0.988	88.176	8.696%	17.393	15.258%	0.0124
Sample605	1016	0.983	100.326	9.875%	21.143	18.243%	0.0156
Sample606	1018	0.974	124.642	12.244%	26.254	22.494%	0.0201
Sample607	1027	0.979	125.745	12.244%	24.009	20.43%	0.021
Sample608	984	0.989	69.788	7.092%	15.824	14.622%	0.0105
Sample609	985	0.993	67.093	6.811%	12.604	11.429%	0.0056
Sample610	1014	0.972	200.233	19.747%	30.206	23.728%	0.0292
Sample611	1008	0.985	93.408	9.267%	20.202	17.509%	0.0126
Sample612	981	0.961	193.561	19.731%	34.207	28.186%	0.0372
Sample613	1000	0.977	105.566	10.557%	24.16	21.517%	0.0187
Sample614	1007	0.958	254.794	25.302%	36.203	28.839%	0.0438
Sample615	985	0.987	77.126	7.83%	17.543	15.908%	0.0099
Sample616	979	0.986	80.087	8.18%	18.789	16.915%	0.0093
Sample617	1015	0.981	181.795	17.911%	25.042	19.598%	0.0263
Sample618	1000	0.981	103.247	10.325%	21.976	19.376%	0.0165
Sample619	989	0.981	103.96	10.512%	21.797	19.621%	0.0182
Sample620	980	0.988	72.179	7.365%	17.197	15.623%	0.0085
Sample621	992	0.986	89.839	9.056%	18.484	16.588%	0.0126
Sample622	992	0.992	64.672	6.519%	13.973	12.476%	0.0064
Sample623	1029	0.969	147.126	14.298%	29.648	24.761%	0.0295
Sample624	972	0.974	154.186	15.863%	26.425	22.509%	0.0259
Sample625	994	0.952	200.119	20.133%	39.115	31.044%	0.042
Sample626	1024	0.968	147.555	14.41%	29.771	25.109%	0.0259
Sample627	1020	0.956	255.323	25.032%	36.683	29.408%	0.0457
Sample628	1017	0.961	210.962	20.744%	33.943	27.717%	0.0388
Sample629	1008	0.981	105.102	10.427%	22.465	19.471%	0.0169
Sample630	963	0.91	262.168	27.224%	46.0	41.924%	0.0763
Sample631	986	0.988	86.251	8.748%	17.2	15.395%	0.0112
Sample632	1008	0.984	94.517	9.377%	20.572	18.093%	0.0163
Sample633	968	0.97	167.065	17.259%	27.761	24.561%	0.033
Sample634	974	0.977	159.021	16.327%	25.07	21.547%	0.0273
Sample635	985	0.986	75.017	7.616%	18.37	16.475%	0.0111
Sample636	988	0.99	74.945	7.586%	15.91	14.258%	0.0085
Sample637	1015	0.984	103.025	10.15%	20.285	17.666%	0.0148
Sample638	1000	0.989	80.151	8.015%	16.525	14.792%	0.0111
Sample639	978	0.986	76.311	7.803%	18.087	16.874%	0.0124
Sample640	980	0.973	171.329	17.483%	27.453	23.257%	0.0288
Sample641	992	0.977	106.659	10.752%	23.505	21.543%	0.0197
Sample642	989	0.988	81.442	8.235%	16.901	15.214%	0.0116
Sample643	1014	0.962	251.313	24.784%	33.597	27.339%	0.0433
Sample644	1028	0.98	146.714	14.272%	23.747	20.256%	0.0196
Sample645	981	0.981	79.516	8.106%	21.856	19.498%	0.0141
Sample646	1013	0.977	190.619	18.817%	26.873	21.433%	0.0289
Sample647	985	0.976	150.819	15.312%	25.85	21.66%	0.0255
Sample648	1002	0.974	177.84	17.749%	28.815	22.766%	0.0308
Sample649	1000	0.974	130.637	13.064%	25.901	22.724%	0.0221
Sample650	1008	0.95	185.101	18.363%	35.953	31.465%	0.045
Sample651	992	0.988	82.99	8.366%	17.406	15.621%	0.0115
Sample652	1018	0.977	115.999	11.395%	24.443	21.426%	0.0214
Sample653	992	0.982	97.441	9.823%	21.106	18.942%	0.0174
Sample654	1027	0.969	164.689	16.036%	28.987	24.855%	0.0265
Sample655	992	0.99	80.476	8.113%	16.269	14.452%	0.0095
Sample656	1000	0.988	84.57	8.457%	17.742	15.721%	0.0111
Sample657	985	0.972	99.191	10.07%	26.066	23.637%	0.0224
Sample658	1041	0.954	238.224	22.884%	34.338	31.413%	0.0386
Sample659	974	0.969	176.772	18.149%	29.79	25.1%	0.0309
Sample660	1017	0.961	239.847	23.584%	35.242	27.691%	0.041
Sample661	967	0.985	128.684	13.308%	19.764	17.151%	0.0175
Sample662	969	0.973	166.101	17.141%	27.608	23.076%	0.0296
Sample663	1015	0.984	102.17	10.066%	20.886	17.902%	0.0137
Sample664	985	0.995	54.164	5.499%	11.016	10.042%	0.0047
Sample665	1016	0.96	252.172	24.82%	34.357	27.926%	0.0453
Sample666	1005	0.972	202.797	20.179%	29.724	23.505%	0.0298
Sample667	1032	0.944	244.754	23.716%	37.571	34.752%	0.0448
Sample668	989	0.987	86.9	8.787%	17.588	15.915%	0.0115
Sample669	1007	0.952	271.101	26.922%	39.019	30.957%	0.0534
Sample670	1015	0.951	172.105	16.956%	36.793	30.78%	0.0327
Sample671	994	0.977	157.334	15.828%	25.867	21.335%	0.0272
Sample672	1008	0.99	79.908	7.927%	15.902	13.917%	0.0097
Sample673	992	0.993	63.703	6.422%	13.382	11.948%	0.0064
Sample674	1008	0.966	189.378	18.787%	31.108	25.981%	0.0335
Sample675	985	0.988	76.496	7.766%	16.996	15.494%	0.0124
Sample676	1016	0.957	276.847	27.249%	35.751	29.048%	0.0516
Sample677	1015	0.971	123.855	12.202%	27.075	23.93%	0.0288
Sample678	1008	0.962	205.745	20.411%	32.609	27.355%	0.0374
Sample679	975	0.974	162.809	16.698%	26.627	23.136%	0.0267
Sample680	979	0.995	53.616	5.477%	11.185	10.237%	0.0052
Sample681	1000	0.982	97.869	9.787%	21.711	19.142%	0.0162
Sample682	992	0.986	90.149	9.088%	19.136	16.914%	0.0112
Sample683	985	0.987	89.087	9.044%	17.592	15.953%	0.0124
Sample684	992	0.985	85.328	8.602%	19.205	17.235%	0.0137
Sample685	1011	0.971	206.678	20.443%	29.693	23.905%	0.0332
Sample686	1008	0.976	112.988	11.209%	24.853	21.967%	0.0209
Sample687	1008	0.984	86.14	8.546%	20.227	17.702%	0.0145
Sample688	992	0.988	76.734	7.735%	16.873	15.221%	0.0115
Sample689	1008	0.991	79.906	7.927%	16.002	13.936%	0.0082
Sample690	1017	0.977	176.276	17.333%	26.913	21.335%	0.0277
Sample691	971	0.97	124.16	12.787%	26.343	24.289%	0.0252
Sample692	1008	0.975	121.208	12.025%	24.912	22.473%	0.0208
Sample693	986	0.983	93.081	9.44%	20.752	18.48%	0.0152
Sample694	1000	0.978	100.268	10.027%	23.984	20.939%	0.0182
Sample695	1000	0.987	86.12	8.612%	17.977	16.01%	0.0131
Sample696	985	0.99	69.887	7.095%	15.234	13.814%	0.0092
Sample697	977	0.974	163.44	16.729%	25.765	22.529%	0.03
Sample698	981	0.974	115.696	11.794%	25.663	22.779%	0.0188
Sample699	1008	0.972	149.953	14.876%	28.68	23.655%	0.0241
Sample700	1034	0.98	151.136	14.617%	23.572	19.942%	0.0179
Sample701	1015	0.987	92.868	9.15%	18.253	16.214%	0.0142
Sample702	1013	0.969	128.627	12.698%	29.827	25.049%	0.0234
Sample703	1013	0.967	188.568	18.615%	31.121	25.685%	0.0337
Sample704	1014	0.989	86.788	8.559%	17.063	14.823%	0.0102
Sample705	968	0.973	160.195	16.549%	26.026	23.026%	0.0258
Sample706	1000	0.97	121.677	12.168%	27.381	24.385%	0.0255
Sample707	989	0.992	71.624	7.242%	13.804	12.426%	0.0076
Sample708	987	0.979	143.722	14.561%	23.941	20.55%	0.0212
Sample709	1001	0.934	271.632	27.136%	40.965	36.224%	0.0638
Sample710	978	0.986	76.721	7.845%	17.963	16.758%	0.0122
Sample711	987	0.98	135.366	13.715%	23.698	19.984%	0.0221
Sample712	981	0.942	239.876	24.452%	38.386	33.951%	0.0615
Sample713	989	0.989	84.86	8.58%	16.237	14.616%	0.0097
Sample714	1015	0.984	144.009	14.188%	20.979	18.067%	0.0164
Sample715	1027	0.983	112.385	10.943%	21.378	18.243%	0.0161
Sample716	1000	0.981	112.772	11.277%	22.125	19.411%	0.0189
Sample717	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample718	980	0.98	144.098	14.704%	23.776	19.965%	0.0212
Sample719	1034	0.965	174.191	16.846%	31.502	26.679%	0.0301
Sample720	985	0.978	110.449	11.213%	22.869	20.63%	0.0206
Sample721	987	0.988	84.551	8.566%	17.464	15.502%	0.01
Sample722	1015	0.974	165.174	16.273%	26.7	22.886%	0.0234
Sample723	1013	0.973	108.638	10.724%	26.829	23.251%	0.0233
Sample724	1015	0.985	103.374	10.185%	19.51	17.158%	0.0135
Sample725	1001	0.98	140.566	14.043%	23.885	19.934%	0.0205
Sample726	967	0.982	141.308	14.613%	22.079	18.661%	0.019
Sample727	988	0.977	115.542	11.695%	23.609	21.157%	0.0198
Sample728	1016	0.983	116.568	11.473%	21.795	18.671%	0.0172
Sample729	986	0.954	175.157	17.764%	34.112	30.149%	0.037
Sample730	983	0.98	145.545	14.806%	23.141	19.853%	0.0244
Sample731	1034	0.988	125.626	12.15%	18.271	15.214%	0.0133
Sample732	992	0.989	73.643	7.424%	15.962	14.552%	0.0096
Sample733	986	0.987	90.349	9.163%	17.965	16.163%	0.0124
Sample734	983	0.97	133.534	13.584%	27.595	24.278%	0.0247
Sample735	1000	0.982	94.989	9.499%	21.571	19.114%	0.0161
Sample736	1000	0.979	103.015	10.301%	22.526	20.268%	0.0193
Sample737	982	0.962	189.213	19.268%	32.075	27.225%	0.038
Sample738	1019	0.97	212.938	20.897%	30.483	24.466%	0.0367
Sample739	987	0.981	109.069	11.051%	21.858	19.403%	0.0175
Sample740	980	0.984	101.242	10.331%	19.545	17.756%	0.0134
Sample741	988	0.986	87.031	8.809%	18.566	16.638%	0.013
Sample742	1016	0.969	237.588	23.385%	30.578	24.679%	0.0404
Sample743	985	0.985	75.69	7.684%	18.802	17.05%	0.0135
Sample744	988	0.979	106.403	10.77%	22.943	20.56%	0.0184
Sample745	1020	0.977	156.662	15.359%	24.371	21.706%	0.022
Sample746	980	0.96	132.157	13.485%	31.479	28.138%	0.0344
Sample747	1014	0.951	257.978	25.442%	38.127	30.97%	0.0535
Sample748	980	0.979	154.07	15.721%	24.542	20.484%	0.0258
Sample749	981	0.984	83.399	8.501%	19.867	17.919%	0.0137
Sample750	1028	0.975	155.79	15.155%	26.719	22.451%	0.0224
Sample751	1018	0.983	108.656	10.673%	21.048	18.45%	0.0169
Sample752	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample753	986	0.978	117.57	11.924%	23.802	20.971%	0.0188
Sample754	986	0.99	73.923	7.497%	15.478	13.926%	0.0092
Sample755	985	0.987	78.746	7.995%	17.939	16.182%	0.0124
Sample756	1000	0.993	69.119	6.912%	14.01	12.352%	0.0066
Sample757	983	0.975	155.81	15.85%	26.358	22.364%	0.0263
Sample758	985	0.971	165.182	16.77%	28.088	23.77%	0.0305
Sample759	1022	0.986	104.096	10.186%	19.803	16.875%	0.0129
Sample760	985	0.979	97.665	9.915%	22.491	20.613%	0.0198
Sample761	1008	0.991	78.599	7.798%	15.499	13.564%	0.0088
Sample762	1000	0.99	86.167	8.617%	16.084	14.252%	0.0103
Sample763	985	0.976	113.354	11.508%	24.252	21.992%	0.0242
Sample764	970	0.966	174.596	18.0%	30.121	25.886%	0.0317
Sample765	1000	0.983	97.001	9.7%	20.595	18.342%	0.0165
Sample766	980	0.987	71.012	7.246%	17.801	16.172%	0.0115
Sample767	982	0.952	200.209	20.388%	35.135	30.649%	0.0392
Sample768	1015	0.975	120.024	11.825%	25.065	22.044%	0.024
Sample769	981	0.964	192.064	19.578%	32.064	26.99%	0.0346
Sample770	978	0.976	99.702	10.194%	24.246	21.986%	0.0161
Sample771	1026	0.986	107.213	10.45%	19.967	16.988%	0.0135
Sample772	984	0.973	106.779	10.852%	25.26	23.09%	0.0253
Sample773	980	0.987	95.187	9.713%	17.4	15.808%	0.01
Sample774	980	0.978	91.371	9.324%	22.849	20.758%	0.0209
Sample775	978	0.956	200.539	20.505%	34.06	29.373%	0.0421
Sample776	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample777	1014	0.973	198.475	19.573%	28.431	23.014%	0.0315
Sample778	992	0.97	112.749	11.366%	26.881	24.25%	0.0264
Sample779	979	0.973	158.287	16.168%	27.893	23.136%	0.0212
Sample780	1014	0.986	105.328	10.387%	19.662	16.999%	0.0145
Sample781	1013	0.98	119.799	11.826%	23.829	20.277%	0.018
Sample782	980	0.994	57.014	5.818%	12.474	11.333%	0.0049
Sample783	1000	0.979	109.474	10.947%	23.374	20.608%	0.0212
Sample784	1014	0.953	266.106	26.243%	37.523	30.318%	0.0529
Sample785	1018	0.986	95.814	9.412%	19.835	16.995%	0.0126
Sample786	985	0.991	77.368	7.855%	14.623	13.26%	0.0081
Sample787	1008	0.974	114.096	11.319%	25.229	22.526%	0.0203
Sample788	982	0.979	152.526	15.532%	24.194	20.195%	0.0235
Sample789	973	0.973	160.341	16.479%	27.751	23.143%	0.0281
Sample790	1000	0.983	97.723	9.772%	20.817	18.446%	0.0166
Sample791	1008	0.968	149.619	14.843%	28.464	25.034%	0.0295
Sample792	1034	0.968	152.159	14.716%	29.18	25.291%	0.0281
Sample793	1023	0.909	296.995	29.032%	48.037	43.005%	0.0774
Sample794	967	0.959	191.045	19.756%	33.104	28.44%	0.0403
Sample795	1017	0.981	118.019	11.605%	22.145	19.352%	0.0182
Sample796	988	0.934	269.766	27.304%	42.088	35.885%	0.0708
Sample797	1000	0.984	92.897	9.29%	19.58	17.617%	0.0169
Sample798	1022	0.975	163.204	15.969%	26.545	22.462%	0.0239
Sample799	974	0.979	147.406	15.134%	23.896	20.292%	0.0217
Sample800	992	0.988	78.82	7.946%	17.175	15.414%	0.0111
Sample801	1000	0.987	87.879	8.788%	18.292	16.374%	0.0139
Sample802	969	0.946	203.093	20.959%	37.407	32.335%	0.0434
Sample803	1008	0.986	95.83	9.507%	19.335	16.922%	0.0141
Sample804	1018	0.986	99.696	9.793%	19.297	16.915%	0.0148
Sample805	981	0.993	67.869	6.918%	12.679	11.572%	0.005
Sample806	990	0.979	101.606	10.263%	22.414	20.268%	0.0189
Sample807	1014	0.989	86.788	8.559%	17.063	14.823%	0.0102
Sample808	970	0.964	181.671	18.729%	29.427	26.664%	0.0322
Sample809	981	0.971	153.922	15.69%	28.904	23.896%	0.0236
Sample810	985	0.986	78.755	7.995%	17.97	16.382%	0.0117
Sample811	1000	0.989	76.886	7.689%	16.419	14.697%	0.0104
Sample812	1026	0.974	127.105	12.388%	27.42	22.922%	0.0225
Sample813	979	0.99	77.155	7.881%	16.133	14.514%	0.0089
Sample814	986	0.984	91.71	9.301%	19.787	17.802%	0.0152
Sample815	1000	0.988	78.424	7.842%	17.743	15.566%	0.0092
Sample816	980	0.968	171.449	17.495%	30.256	24.967%	0.0295
Sample817	1034	0.973	135.737	13.127%	28.3	23.23%	0.0191
Sample818	993	0.933	264.707	26.657%	41.084	36.602%	0.0642
Sample819	983	0.973	175.885	17.893%	27.268	23.313%	0.0283
Sample820	976	0.971	179.967	18.439%	27.392	23.876%	0.0322
Sample821	1019	0.984	97.796	9.597%	20.52	17.879%	0.0141
Sample822	984	0.987	77.42	7.868%	17.662	16.145%	0.0115
Sample823	1000	0.981	98.522	9.852%	22.451	19.697%	0.0168
Sample824	981	0.993	67.869	6.918%	12.679	11.572%	0.005
Sample825	980	0.957	183.524	18.727%	33.878	28.864%	0.0438
Sample826	974	0.974	156.963	16.115%	26.53	22.701%	0.0292
Sample827	1008	0.981	104.09	10.326%	22.071	19.606%	0.016
Sample828	1008	0.987	97.638	9.686%	18.869	16.354%	0.0108
Sample829	992	0.982	94.917	9.568%	21.483	18.894%	0.0146
Sample830	1009	0.972	202.786	20.098%	29.591	23.703%	0.0319
Sample831	979	0.986	84.833	8.665%	18.164	16.427%	0.0125
Sample832	1027	0.98	150.214	14.626%	23.556	19.894%	0.0198
Sample833	992	0.985	79.385	8.003%	19.405	17.152%	0.0108
Sample834	1013	0.977	132.285	13.059%	24.348	21.458%	0.0249
Sample835	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample836	985	0.967	119.085	12.09%	28.066	25.585%	0.0298
Sample837	988	0.979	153.145	15.501%	24.469	20.299%	0.0234
Sample838	979	0.993	59.954	6.124%	13.281	12.155%	0.0072
Sample839	1018	0.979	113.011	11.101%	23.504	20.603%	0.0208
Sample840	1008	0.88	432.67	42.924%	59.535	47.712%	0.1361
Sample841	981	0.968	162.051	16.519%	30.129	25.261%	0.0334
Sample842	1019	0.979	123.315	12.102%	23.267	20.459%	0.0228
Sample843	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample844	992	0.988	78.758	7.939%	17.433	15.565%	0.0115
Sample845	966	0.967	167.345	17.323%	29.601	25.381%	0.0284
Sample846	1015	0.963	255.038	25.127%	34.704	27.435%	0.0438
Sample847	1001	0.968	191.539	19.135%	29.323	24.989%	0.0334
Sample848	1008	0.988	87.343	8.665%	17.625	15.425%	0.0106
Sample849	1013	0.962	244.554	24.142%	34.44	27.557%	0.0447
Sample850	999	0.916	258.257	25.852%	45.024	41.261%	0.0665
Sample851	1014	0.966	169.651	16.731%	29.753	26.077%	0.0343
Sample852	1008	0.972	128.808	12.779%	26.314	23.738%	0.0255
Sample853	987	0.981	142.981	14.486%	23.241	19.471%	0.0239
Sample854	968	0.964	179.031	18.495%	30.168	26.473%	0.0342
Sample855	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample856	1014	0.989	86.788	8.559%	17.063	14.823%	0.0102
Sample857	980	0.942	217.792	22.224%	38.392	34.014%	0.0525
Sample858	980	0.993	55.443	5.657%	12.874	11.696%	0.0053
Sample859	1008	0.955	257.501	25.546%	36.272	29.64%	0.0512
Sample860	992	0.985	74.05	7.465%	19.325	17.254%	0.0135
Sample861	1000	0.993	69.119	6.912%	14.01	12.352%	0.0066
Sample862	1008	0.982	102.828	10.201%	21.88	19.056%	0.0163
Sample863	992	0.992	64.67	6.519%	13.691	12.416%	0.008
Sample864	1000	0.985	90.693	9.069%	19.549	17.322%	0.0142
Sample865	967	0.98	140.585	14.538%	23.977	20.136%	0.0203
Sample866	1000	0.987	82.832	8.283%	17.794	15.928%	0.013
Sample867	1000	0.988	82.595	8.26%	17.547	15.548%	0.0124
Sample868	963	0.941	219.491	22.792%	36.904	34.523%	0.0551
Sample869	1020	0.95	195.195	19.137%	36.041	31.722%	0.0435
Sample870	1014	0.968	153.975	15.185%	29.44	25.187%	0.0299
Sample871	1019	0.941	236.545	23.213%	39.915	34.301%	0.0549
Sample872	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample873	1034	0.977	152.39	14.738%	25.562	21.285%	0.0202
Sample874	1014	0.989	86.788	8.559%	17.063	14.823%	0.0102
Sample875	962	0.941	199.358	20.723%	36.747	34.21%	0.0487
Sample876	979	0.983	87.33	8.92%	19.832	18.15%	0.0158
Sample877	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample878	1015	0.968	212.319	20.918%	32.315	25.053%	0.0375
Sample879	981	0.935	208.706	21.275%	39.334	35.875%	0.0563
Sample880	970	0.881	285.264	29.409%	53.313	48.307%	0.0974
Sample881	1015	0.981	122.836	12.102%	22.693	19.543%	0.0188
Sample882	1017	0.976	99.678	9.801%	24.913	21.574%	0.0191
Sample883	985	0.968	165.03	16.754%	28.093	25.066%	0.0278
Sample884	1015	0.965	137.779	13.574%	29.934	26.457%	0.0327
Sample885	1000	0.987	84.782	8.478%	17.836	15.805%	0.0104
Sample886	1015	0.979	111.002	10.936%	23.352	20.337%	0.0165
Sample887	992	0.981	122.416	12.34%	21.97	19.517%	0.0198
Sample888	979	0.986	90.859	9.281%	18.58	16.803%	0.0134
Sample889	980	0.966	167.019	17.043%	30.653	25.864%	0.0355
Sample890	1014	0.989	86.788	8.559%	17.063	14.823%	0.0102
Sample891	1000	0.983	99.319	9.932%	20.343	18.21%	0.017
Sample892	980	0.987	78.953	8.056%	18.281	16.425%	0.012
Sample893	992	0.98	112.866	11.378%	22.474	20.066%	0.0155
Sample894	988	0.957	199.148	20.157%	34.293	29.033%	0.043
Sample895	1016	0.96	252.579	24.86%	35.021	28.199%	0.0459
Sample896	977	0.97	169.381	17.337%	29.149	24.429%	0.0301
Sample897	972	0.982	94.711	9.744%	20.65	18.884%	0.0155
Sample898	999	0.884	420.732	42.115%	58.136	46.965%	0.1327
Sample899	992	0.987	84.708	8.539%	17.93	16.175%	0.0141
Sample900	967	0.968	176.577	18.26%	29.606	25.24%	0.0346
Sample901	1018	0.98	112.812	11.082%	22.879	20.055%	0.0191
Sample902	1000	0.987	89.645	8.965%	18.265	16.35%	0.0124
Sample903	974	0.972	171.649	17.623%	28.002	24.006%	0.0275
Sample904	1014	0.982	110.97	10.944%	21.486	18.757%	0.0178
Sample905	1000	0.972	126.43	12.643%	26.314	23.317%	0.0248
Sample906	987	0.973	143.096	14.498%	26.146	22.993%	0.0253
Sample907	979	0.995	53.185	5.433%	11.185	10.237%	0.0052
Sample908	1022	0.982	111.908	10.95%	21.634	18.654%	0.0164
Sample909	1014	0.986	98.375	9.702%	19.309	16.785%	0.0132
Sample910	1006	0.971	204.363	20.314%	29.808	24.057%	0.0342
Sample911	992	0.993	64.54	6.506%	13.63	12.232%	0.0067
Sample912	979	0.993	62.971	6.432%	12.852	11.63%	0.0056
Sample913	981	0.978	156.173	15.92%	24.939	21.032%	0.0275
Sample914	981	0.954	190.421	19.411%	33.31	30.043%	0.041
Sample915	980	0.979	100.354	10.24%	22.309	20.499%	0.0197
Sample916	999	0.958	244.896	24.514%	34.998	28.738%	0.0434
Sample917	1014	0.983	104.009	10.257%	21.485	18.587%	0.0157
Sample918	987	0.985	92.183	9.34%	19.997	17.574%	0.0122
Sample919	986	0.957	245.084	24.856%	35.499	29.277%	0.0481
Sample920	974	0.978	145.553	14.944%	24.174	20.999%	0.0259
Sample921	1024	0.972	128.942	12.592%	28.297	23.493%	0.0213
Sample922	1008	0.988	89.969	8.925%	17.444	15.267%	0.0099
Sample923	985	0.989	70.545	7.162%	16.081	14.582%	0.0076
Sample924	981	0.934	240.463	24.512%	40.612	36.219%	0.0617
Sample925	1023	0.979	122.304	11.955%	23.812	20.521%	0.0208
Sample926	980	0.988	75.999	7.755%	16.958	15.406%	0.0115
Sample927	1000	0.984	95.302	9.53%	20.032	17.84%	0.0158
Sample928	976	0.957	181.03	18.548%	35.639	29.175%	0.0442
Sample929	1014	0.985	103.549	10.212%	19.503	17.109%	0.0156
Sample930	975	0.967	175.326	17.982%	29.378	25.479%	0.0344
Sample931	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample932	992	0.975	111.498	11.24%	24.769	22.229%	0.0208
Sample933	1021	0.969	184.491	18.07%	29.797	24.813%	0.0334
Sample934	1014	0.876	451.424	44.519%	60.588	48.401%	0.1417
Sample935	988	0.982	97.211	9.839%	21.327	19.015%	0.0171
Sample936	1018	0.966	193.708	19.028%	31.544	25.87%	0.0331
Sample937	1003	0.963	236.313	23.561%	33.409	27.056%	0.0428
Sample938	985	0.987	74.158	7.529%	17.297	15.768%	0.0094
Sample939	985	0.988	75.942	7.71%	17.364	15.746%	0.0099
Sample940	999	0.96	243.637	24.388%	35.054	28.126%	0.0436
Sample941	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample942	1015	0.938	261.432	25.757%	40.508	35.024%	0.0618
Sample943	1038	0.981	152.33	14.675%	23.537	19.203%	0.0182
Sample944	1035	0.986	95.437	9.221%	19.318	17.155%	0.011
Sample945	985	0.982	91.137	9.252%	20.717	18.886%	0.0182
Sample946	1008	0.95	271.637	26.948%	39.332	31.323%	0.0545
Sample947	1016	0.961	244.45	24.06%	34.796	27.651%	0.0448
Sample948	985	0.991	66.329	6.734%	14.778	13.401%	0.0068
Sample949	974	0.954	201.018	20.638%	35.228	30.045%	0.0415
Sample950	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample951	1008	0.979	103.133	10.231%	23.347	20.433%	0.0202
Sample952	1000	0.969	224.997	22.5%	30.06	24.664%	0.0369
Sample953	1000	0.99	76.578	7.658%	15.711	13.992%	0.0103
Sample954	992	0.979	107.679	10.855%	23.367	20.654%	0.0201
Sample955	977	0.966	114.718	11.742%	28.213	26.212%	0.0291
Sample956	985	0.987	78.638	7.984%	17.682	16.119%	0.0107
Sample957	1015	0.971	165.809	16.336%	29.281	24.168%	0.027
Sample958	1014	0.981	111.795	11.025%	22.24	19.228%	0.018
Sample959	1019	0.98	111.013	10.894%	22.48	19.767%	0.0197
Sample960	1019	0.948	267.833	26.284%	39.849	31.91%	0.0519
Sample961	1020	0.978	129.43	12.689%	24.104	20.855%	0.0212
Sample962	992	0.972	108.526	10.94%	26.076	23.647%	0.0245
Sample963	1018	0.958	202.354	19.878%	35.388	28.656%	0.0405
Sample964	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample965	982	0.972	158.399	16.13%	27.311	23.443%	0.0299
Sample966	1015	0.985	138.027	13.599%	20.07	17.41%	0.0148
Sample967	980	0.927	245.888	25.091%	41.643	38.264%	0.0653
Sample968	1008	0.958	219.944	21.82%	37.049	28.841%	0.0414
Sample969	974	0.968	173.552	17.818%	29.322	25.272%	0.0333
Sample970	984	0.973	162.044	16.468%	28.51	23.233%	0.0297
Sample971	999	0.884	420.732	42.115%	58.136	46.965%	0.1327
Sample972	1008	0.964	184.553	18.309%	29.723	26.787%	0.0277
Sample973	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample974	1008	0.991	78.306	7.768%	15.58	13.703%	0.0092
Sample975	972	0.941	187.203	19.26%	37.112	33.938%	0.0491
Sample976	987	0.971	168.728	17.095%	28.58	24.111%	0.0287
Sample977	1008	0.979	107.833	10.698%	23.269	20.465%	0.0186
