Samples	Signature A
Sample1663	62547
Sample1664	62574
Sample1665	62597
Sample1666	62630
Sample1667	62706
Sample1668	62749
Sample1669	62787
Sample1670	62828
Sample1671	62857
Sample1672	62869
Sample1673	62898
Sample1674	62929
Sample1675	62957
Sample1676	62997
Sample1677	63031
Sample1678	63063
Sample1679	63100
Sample1680	63173
Sample1681	63200
Sample1682	63235
Sample1683	63277
Sample1684	63337
Sample1685	63380
Sample1686	63392
Sample1687	63417
Sample1688	63443
Sample1689	63471
Sample1690	63499
Sample1691	63535
Sample1692	63562
Sample1693	63595
Sample1694	63635
Sample1695	63672
Sample1696	63717
Sample1697	63747
Sample1698	63803
Sample1699	63842
Sample1700	63872
Sample1701	63900
Sample1702	63939
Sample1703	63974
Sample1704	64008
Sample1705	64044
Sample1706	64085
Sample1707	64114
Sample1708	64137
Sample1709	64168
Sample1710	64196
Sample1711	64225
Sample1712	64251
Sample1713	64274
Sample1714	64299
