Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
Sample390	14280	1.0	267.021	1.87%	40.442	1.478%	0.0009
Sample391	14318	1.0	279.208	1.95%	42.626	1.553%	0.0009
Sample392	14346	1.0	273.936	1.909%	42.037	1.529%	0.0009
Sample393	14522	1.0	286.622	1.974%	42.244	1.526%	0.0008
Sample394	14532	1.0	286.009	1.968%	41.959	1.515%	0.0008
Sample395	14572	1.0	296.662	2.036%	43.57	1.569%	0.0008
Sample396	14602	1.0	294.845	2.019%	43.508	1.563%	0.0008
Sample397	14628	1.0	288.572	1.973%	42.895	1.538%	0.0008
Sample398	14661	1.0	287.894	1.964%	42.954	1.537%	0.0008
Sample399	14699	1.0	285.052	1.939%	42.512	1.517%	0.0008
Sample400	14735	1.0	290.061	1.969%	43.16	1.536%	0.0008
Sample401	14758	1.0	280.46	1.9%	41.86	1.488%	0.0008
Sample402	14785	1.0	277.277	1.875%	41.283	1.464%	0.0008
Sample403	14812	1.0	272.805	1.842%	40.821	1.445%	0.0007
Sample404	14843	1.0	267.875	1.805%	39.815	1.406%	0.0007
Sample405	14873	1.0	264.061	1.775%	39.3	1.385%	0.0007
Sample406	14918	1.0	267.214	1.791%	39.914	1.402%	0.0007
Sample407	14939	1.0	267.829	1.793%	40.265	1.412%	0.0007
Sample408	14966	1.0	266.725	1.782%	40.303	1.411%	0.0007
Sample409	15008	1.0	268.608	1.79%	40.762	1.423%	0.0007
Sample410	15034	1.0	263.649	1.754%	40.085	1.396%	0.0007
Sample411	15066	1.0	263.544	1.749%	39.956	1.389%	0.0007
Sample412	15092	1.0	257.657	1.707%	39.053	1.355%	0.0007
Sample413	15136	1.0	265.996	1.757%	39.526	1.367%	0.0007
Sample414	15173	1.0	279.251	1.84%	41.343	1.426%	0.0007
Sample415	15199	1.0	285.134	1.876%	42.312	1.456%	0.0007
Sample416	15218	1.0	282.834	1.859%	42.05	1.446%	0.0007
Sample417	15258	1.0	279.658	1.833%	41.797	1.433%	0.0007
Sample418	15281	1.0	273.249	1.788%	41.028	1.405%	0.0007
Sample419	15308	1.0	270.243	1.765%	40.497	1.384%	0.0007
Sample420	15381	1.0	262.145	1.704%	39.509	1.345%	0.0006
Sample421	15423	1.0	276.535	1.793%	41.812	1.419%	0.0007
Sample422	15502	1.0	277.263	1.789%	42.169	1.424%	0.0007
Sample423	15527	1.0	271.036	1.746%	41.132	1.387%	0.0006
Sample424	15567	1.0	282.688	1.816%	42.917	1.443%	0.0007
Sample425	15594	1.0	276.548	1.773%	41.934	1.407%	0.0006
Sample426	15621	1.0	269.381	1.724%	40.799	1.366%	0.0006
Sample427	15698	1.0	274.197	1.747%	40.792	1.36%	0.0006
Sample428	15726	1.0	268.434	1.707%	40.072	1.334%	0.0006
Sample429	15755	1.0	267.564	1.698%	40.238	1.337%	0.0006
Sample430	15778	1.0	261.24	1.656%	39.585	1.313%	0.0006
Sample431	15809	1.0	258.25	1.634%	39.579	1.31%	0.0006
Sample432	15838	1.0	250.277	1.58%	38.588	1.275%	0.0006
Sample433	16014	1.0	271.288	1.694%	41.853	1.374%	0.0006
Sample434	16042	1.0	265.248	1.653%	41.337	1.355%	0.0006
Sample435	16098	1.0	279.591	1.737%	42.704	1.396%	0.0007
Sample436	16129	1.0	278.99	1.73%	41.99	1.369%	0.0007
Sample437	16158	1.0	273.936	1.695%	41.464	1.35%	0.0006
Sample438	16199	1.0	265.57	1.639%	40.946	1.329%	0.0006
Sample439	16241	1.0	272.342	1.677%	42.436	1.374%	0.0006
Sample440	16279	1.0	282.09	1.733%	43.698	1.411%	0.0006
Sample441	16304	1.0	274.094	1.681%	42.301	1.364%	0.0006
Sample442	16330	1.0	268.252	1.643%	41.367	1.331%	0.0006
Sample443	16358	1.0	268.977	1.644%	41.3	1.327%	0.0006
Sample444	16388	1.0	263.516	1.608%	40.368	1.295%	0.0006
Sample445	16419	1.0	259.482	1.58%	39.972	1.279%	0.0006
Sample446	16447	1.0	254.411	1.547%	39.481	1.261%	0.0006
Sample447	16523	1.0	267.679	1.62%	41.03	1.305%	0.0006
Sample448	16550	1.0	259.076	1.565%	40.243	1.278%	0.0006
Sample449	16589	1.0	272.001	1.64%	41.784	1.323%	0.0006
Sample450	16613	1.0	268.61	1.617%	41.711	1.319%	0.0006
Sample451	16647	1.0	265.91	1.597%	41.108	1.297%	0.0006
Sample452	16719	1.0	260.373	1.557%	40.566	1.275%	0.0005
Sample453	16744	1.0	255.727	1.527%	40.27	1.263%	0.0005
Sample454	16822	1.0	281.805	1.675%	43.921	1.372%	0.0006
Sample455	16856	1.0	290.909	1.726%	45.132	1.407%	0.0006
Sample456	16882	1.0	285.381	1.69%	44.58	1.387%	0.0006
Sample457	16935	1.0	286.105	1.689%	44.575	1.383%	0.0006
Sample458	16964	1.0	278.94	1.644%	43.385	1.343%	0.0006
Sample459	16991	1.0	278.204	1.637%	43.456	1.343%	0.0006
Sample460	17066	1.0	278.009	1.629%	43.758	1.347%	0.0006
Sample461	17098	1.0	275.679	1.612%	42.748	1.314%	0.0006
Sample462	17124	1.0	270.949	1.582%	42.15	1.293%	0.0005
Sample463	17163	1.0	277.973	1.62%	42.559	1.303%	0.0005
Sample464	17186	1.0	273.476	1.591%	41.94	1.282%	0.0005
Sample465	17211	1.0	270.679	1.573%	41.478	1.266%	0.0005
Sample466	17241	1.0	268.109	1.555%	41.336	1.259%	0.0005
Sample467	17275	1.0	270.514	1.566%	41.691	1.268%	0.0005
Sample468	17301	1.0	266.579	1.541%	41.375	1.256%	0.0005
Sample469	17328	1.0	261.7	1.51%	41.066	1.245%	0.0005
Sample470	17358	1.0	257.007	1.481%	40.534	1.226%	0.0005
Sample471	17394	1.0	266.202	1.53%	41.261	1.245%	0.0005
Sample472	17434	1.0	277.356	1.591%	42.321	1.274%	0.0005
Sample473	17467	1.0	274.187	1.57%	42.512	1.278%	0.0005
Sample474	17503	1.0	267.865	1.53%	42.077	1.262%	0.0005
Sample475	17526	1.0	268.076	1.53%	42.252	1.266%	0.0005
Sample476	17545	1.0	267.09	1.522%	42.285	1.266%	0.0005
Sample477	17570	1.0	264.575	1.506%	42.008	1.255%	0.0005
Sample478	17597	1.0	261.446	1.486%	41.783	1.247%	0.0005
Sample479	17627	1.0	257.902	1.463%	41.318	1.23%	0.0005
Sample480	17667	1.0	269.32	1.524%	42.849	1.273%	0.0005
Sample481	17696	1.0	269.123	1.521%	42.495	1.26%	0.0005
Sample482	17721	1.0	264.341	1.492%	42.197	1.249%	0.0005
Sample483	17751	1.0	261.558	1.473%	42.125	1.245%	0.0005
Sample484	17778	1.0	261.37	1.47%	42.292	1.248%	0.0005
Sample485	17807	1.0	259.838	1.459%	42.213	1.243%	0.0005
Sample486	17833	1.0	258.072	1.447%	41.893	1.232%	0.0005
Sample487	17876	1.0	271.064	1.516%	43.408	1.273%	0.0005
Sample488	17906	1.0	270.297	1.51%	43.558	1.275%	0.0005
Sample489	17931	1.0	269.843	1.505%	43.827	1.281%	0.0005
Sample490	17961	1.0	265.215	1.477%	43.181	1.26%	0.0005
Sample491	18002	1.0	272.851	1.516%	43.614	1.269%	0.0005
Sample492	18077	1.0	284.08	1.571%	45.135	1.309%	0.0005
Sample493	18112	1.0	285.039	1.574%	45.888	1.328%	0.0005
Sample494	18150	1.0	296.487	1.634%	47.501	1.371%	0.0006
Sample495	18176	1.0	295.976	1.628%	47.143	1.358%	0.0006
Sample496	18218	1.0	295.067	1.62%	47.502	1.366%	0.0005
Sample497	18246	1.0	299.529	1.642%	47.95	1.376%	0.0005
Sample498	18294	1.0	311.19	1.701%	49.859	1.428%	0.0005
Sample499	18318	1.0	307.569	1.679%	49.291	1.409%	0.0005
Sample500	18367	1.0	311.338	1.695%	49.593	1.415%	0.0005
Sample501	18415	1.0	319.205	1.733%	50.865	1.449%	0.0006
Sample502	18443	1.0	317.466	1.721%	50.374	1.432%	0.0006
Sample503	18474	1.0	319.058	1.727%	50.562	1.435%	0.0006
Sample504	18504	1.0	318.041	1.719%	50.358	1.426%	0.0006
Sample505	18536	1.0	308.951	1.667%	49.209	1.391%	0.0006
Sample506	18578	1.0	311.01	1.674%	50.052	1.412%	0.0005
Sample507	18605	1.0	311.323	1.673%	50.171	1.413%	0.0005
Sample508	18634	1.0	310.434	1.666%	50.289	1.414%	0.0005
Sample509	18711	1.0	319.611	1.708%	51.069	1.43%	0.0005
Sample510	18752	1.0	317.042	1.691%	51.079	1.427%	0.0005
Sample511	18835	1.0	320.208	1.7%	50.645	1.41%	0.0005
Sample512	18867	1.0	314.169	1.665%	49.617	1.379%	0.0005
Sample513	18892	1.0	308.387	1.632%	48.888	1.357%	0.0005
Sample514	18976	1.0	312.458	1.647%	49.887	1.379%	0.0005
Sample515	19006	1.0	310.797	1.635%	49.324	1.362%	0.0005
Sample516	19078	1.0	309.652	1.623%	48.974	1.347%	0.0005
Sample517	19108	1.0	305.96	1.601%	48.726	1.338%	0.0005
Sample518	19137	1.0	303.824	1.588%	48.417	1.328%	0.0005
Sample519	19165	1.0	300.083	1.566%	48.02	1.315%	0.0005
Sample520	19194	1.0	296.942	1.547%	47.359	1.295%	0.0005
Sample521	19222	1.0	296.853	1.544%	47.879	1.307%	0.0005
Sample522	19266	1.0	296.573	1.539%	48.772	1.328%	0.0005
Sample523	19306	1.0	306.812	1.589%	50.258	1.366%	0.0005
Sample524	19336	1.0	302.456	1.564%	49.827	1.352%	0.0005
Sample525	19408	1.0	314.058	1.618%	50.607	1.369%	0.0005
Sample526	19438	1.0	311.157	1.601%	50.204	1.356%	0.0005
Sample527	19518	1.0	320.001	1.64%	50.939	1.37%	0.0005
Sample528	19541	1.0	308.878	1.581%	49.25	1.323%	0.0005
Sample529	19567	1.0	308.271	1.575%	49.39	1.325%	0.0005
Sample530	19594	1.0	307.434	1.569%	49.249	1.319%	0.0005
Sample531	19622	1.0	308.46	1.572%	49.619	1.327%	0.0005
Sample532	19695	1.0	317.791	1.614%	50.186	1.338%	0.0005
Sample533	19722	1.0	313.286	1.589%	49.425	1.316%	0.0005
Sample534	19760	1.0	317.023	1.604%	49.798	1.323%	0.0005
Sample535	19796	1.0	315.844	1.595%	49.985	1.325%	0.0005
Sample536	19825	1.0	316.59	1.597%	50.006	1.324%	0.0005
Sample537	19853	1.0	318.871	1.606%	50.313	1.33%	0.0005
Sample538	19880	1.0	322.311	1.621%	51.017	1.346%	0.0005
Sample539	19930	1.0	326.863	1.64%	51.426	1.355%	0.0005
Sample540	20010	1.0	333.915	1.669%	51.772	1.359%	0.0005
Sample541	20038	1.0	334.687	1.67%	52.312	1.371%	0.0005
Sample542	20078	1.0	341.345	1.7%	53.631	1.403%	0.0005
Sample543	20107	1.0	338.371	1.683%	53.056	1.385%	0.0005
Sample544	20134	1.0	330.292	1.64%	51.823	1.351%	0.0005
Sample545	20218	1.0	341.521	1.689%	53.34	1.386%	0.0005
Sample546	20254	1.0	347.455	1.715%	53.755	1.394%	0.0005
Sample547	20280	1.0	349.887	1.725%	54.585	1.413%	0.0005
Sample548	20297	1.0	352.628	1.737%	55.156	1.427%	0.0005
Sample549	20326	1.0	353.975	1.741%	55.817	1.442%	0.0005
Sample550	20351	1.0	351.209	1.726%	55.668	1.436%	0.0005
Sample551	20377	1.0	354.937	1.742%	56.189	1.448%	0.0005
Sample552	20406	1.0	353.91	1.734%	56.089	1.443%	0.0005
Sample553	20433	1.0	347.053	1.698%	55.234	1.419%	0.0005
Sample554	20462	1.0	345.99	1.691%	55.167	1.415%	0.0005
Sample555	20506	1.0	348.486	1.699%	55.028	1.409%	0.0005
Sample556	20538	1.0	344.007	1.675%	54.194	1.385%	0.0005
Sample557	20563	1.0	343.602	1.671%	54.669	1.395%	0.0005
Sample558	20588	1.0	344.776	1.675%	54.929	1.4%	0.0005
Sample559	20614	1.0	346.759	1.682%	55.255	1.406%	0.0005
Sample560	20652	1.0	346.953	1.68%	55.852	1.419%	0.0005
Sample561	20828	1.0	331.528	1.592%	54.768	1.385%	0.0004
Sample562	20858	1.0	328.74	1.576%	54.637	1.379%	0.0004
Sample563	20903	1.0	333.4	1.595%	55.328	1.393%	0.0004
Sample564	20927	1.0	331.047	1.582%	55.498	1.396%	0.0004
Sample565	20958	1.0	329.73	1.573%	55.158	1.385%	0.0004
Sample566	20990	1.0	330.114	1.573%	55.602	1.394%	0.0004
Sample567	21014	1.0	333.316	1.586%	56.061	1.404%	0.0004
Sample568	21052	1.0	339.873	1.614%	57.025	1.426%	0.0004
Sample569	21098	1.0	342.95	1.626%	57.595	1.437%	0.0004
Sample570	21125	1.0	343.758	1.627%	57.366	1.429%	0.0004
Sample571	21154	1.0	344.61	1.629%	58.004	1.443%	0.0004
Sample572	21193	1.0	350.251	1.653%	59.126	1.468%	0.0004
Sample573	21210	1.0	351.522	1.657%	59.303	1.471%	0.0004
Sample574	21236	1.0	351.85	1.657%	59.825	1.482%	0.0005
Sample575	21310	1.0	358.661	1.683%	60.95	1.506%	0.0005
Sample576	21486	1.0	360.629	1.678%	61.914	1.522%	0.0005
Sample577	21516	1.0	362.897	1.687%	62.985	1.546%	0.0005
Sample578	21550	1.0	362.616	1.683%	63.585	1.559%	0.0005
Sample579	21594	1.0	365.737	1.694%	63.254	1.547%	0.0005
Sample580	21619	1.0	368.929	1.707%	63.957	1.563%	0.0005
Sample581	21649	1.0	364.526	1.684%	63.556	1.551%	0.0005
Sample582	21728	1.0	367.354	1.691%	63.3	1.54%	0.0005
Sample583	21757	1.0	369.39	1.698%	63.905	1.552%	0.0005
Sample584	21796	1.0	374.691	1.719%	64.282	1.559%	0.0005
Sample585	21972	1.0	393.797	1.792%	67.113	1.62%	0.0006
Sample586	22001	1.0	395.747	1.799%	67.438	1.625%	0.0006
Sample587	22082	1.0	406.369	1.84%	67.924	1.632%	0.0006
Sample588	22108	1.0	401.984	1.818%	67.839	1.627%	0.0006
Sample589	22142	1.0	405.999	1.834%	67.711	1.622%	0.0006
Sample590	22185	1.0	406.716	1.833%	67.368	1.61%	0.0006
Sample591	22211	1.0	404.065	1.819%	67.582	1.613%	0.0006
Sample592	22248	1.0	407.397	1.831%	67.579	1.61%	0.0006
Sample593	22289	1.0	412.495	1.851%	67.386	1.602%	0.0006
Sample594	22331	1.0	407.55	1.825%	66.485	1.577%	0.0006
Sample595	22362	1.0	407.845	1.824%	66.381	1.573%	0.0006
Sample596	22447	1.0	414.101	1.845%	67.307	1.589%	0.0006
Sample597	22523	1.0	429.668	1.908%	68.778	1.619%	0.0006
Sample598	22560	1.0	428.517	1.899%	68.97	1.621%	0.0006
Sample599	22588	1.0	425.249	1.883%	68.409	1.605%	0.0006
Sample600	22667	1.0	431.528	1.904%	69.911	1.636%	0.0006
Sample601	22696	1.0	432.827	1.907%	70.392	1.645%	0.0006
Sample602	22727	1.0	425.75	1.873%	69.583	1.624%	0.0006
Sample603	22775	1.0	430.747	1.891%	70.409	1.64%	0.0006
Sample604	22806	1.0	427.486	1.874%	69.778	1.622%	0.0006
Sample605	22841	1.0	426.69	1.868%	70.115	1.627%	0.0006
Sample606	22873	1.0	424.906	1.858%	70.716	1.639%	0.0006
Sample607	22909	1.0	425.093	1.856%	71.581	1.656%	0.0006
Sample608	22935	1.0	424.007	1.849%	71.406	1.65%	0.0006
Sample609	22962	1.0	423.896	1.846%	72.229	1.667%	0.0006
Sample610	23037	1.0	442.844	1.922%	75.139	1.729%	0.0006
Sample611	23067	1.0	437.19	1.895%	74.325	1.707%	0.0006
Sample612	23110	1.0	439.489	1.902%	75.673	1.735%	0.0006
Sample613	23139	1.0	442.844	1.914%	75.975	1.739%	0.0006
Sample614	23219	1.0	456.32	1.965%	78.095	1.782%	0.0006
Sample615	23245	1.0	457.428	1.968%	78.727	1.795%	0.0006
Sample616	23271	1.0	452.488	1.944%	77.801	1.771%	0.0006
Sample617	23348	1.0	467.928	2.004%	78.012	1.771%	0.0006
Sample618	23377	1.0	466.136	1.994%	78.182	1.772%	0.0006
Sample619	23402	1.0	459.807	1.965%	77.244	1.749%	0.0006
Sample620	23428	1.0	461.027	1.968%	77.778	1.759%	0.0006
Sample621	23457	1.0	459.254	1.958%	77.558	1.751%	0.0006
Sample622	23485	1.0	460.514	1.961%	77.774	1.754%	0.0006
Sample623	23521	1.0	461.556	1.962%	78.637	1.77%	0.0006
Sample624	23563	1.0	462.633	1.963%	77.732	1.746%	0.0006
Sample625	23612	1.0	455.06	1.927%	77.177	1.73%	0.0006
Sample626	23647	1.0	449.599	1.901%	75.96	1.7%	0.0006
Sample627	23724	1.0	465.561	1.962%	78.388	1.749%	0.0006
Sample628	23780	1.0	480.47	2.02%	80.655	1.795%	0.0006
Sample629	23810	1.0	482.222	2.025%	81.551	1.813%	0.0006
Sample630	23832	1.0	480.588	2.017%	82.004	1.821%	0.0006
Sample631	23859	1.0	479.022	2.008%	81.73	1.813%	0.0006
Sample632	23889	1.0	476.953	1.997%	81.653	1.809%	0.0006
Sample633	23929	1.0	473.739	1.98%	80.647	1.783%	0.0006
Sample634	23968	1.0	471.044	1.965%	79.999	1.766%	0.0006
Sample635	23996	1.0	471.788	1.966%	80.468	1.774%	0.0006
Sample636	24024	1.0	475.634	1.98%	81.064	1.785%	0.0006
Sample637	24055	1.0	476.796	1.982%	81.409	1.79%	0.0006
Sample638	24083	1.0	478.464	1.987%	81.762	1.795%	0.0006
Sample639	24109	1.0	480.59	1.993%	81.837	1.795%	0.0006
Sample640	24148	1.0	476.096	1.972%	81.791	1.791%	0.0006
Sample641	24176	1.0	476.504	1.971%	81.916	1.792%	0.0006
Sample642	24201	1.0	477.173	1.972%	82.255	1.797%	0.0006
Sample643	24277	1.0	495.332	2.04%	84.327	1.837%	0.0006
Sample644	24313	1.0	499.38	2.054%	84.592	1.84%	0.0006
Sample645	24339	1.0	500.009	2.054%	85.111	1.849%	0.0006
Sample646	24416	1.0	507.235	2.077%	86.008	1.863%	0.0006
Sample647	24457	1.0	508.932	2.081%	86.15	1.863%	0.0006
Sample648	24531	1.0	524.129	2.137%	87.561	1.888%	0.0006
Sample649	24560	1.0	518.647	2.112%	86.795	1.869%	0.0006
Sample650	24591	1.0	527.348	2.144%	87.028	1.872%	0.0006
Sample651	24619	1.0	527.843	2.144%	87.315	1.876%	0.0006
Sample652	24650	1.0	529.671	2.149%	87.397	1.875%	0.0006
Sample653	24678	1.0	528.032	2.14%	86.943	1.863%	0.0006
Sample654	24717	1.0	530.116	2.145%	87.126	1.864%	0.0006
Sample655	24745	1.0	526.467	2.128%	86.808	1.855%	0.0006
Sample656	24773	1.0	522.914	2.111%	86.295	1.842%	0.0006
Sample657	24799	1.0	527.746	2.128%	87.153	1.858%	0.0006
Sample658	24810	1.0	528.018	2.128%	87.385	1.862%	0.0006
Sample659	24849	1.0	527.849	2.124%	88.307	1.878%	0.0006
Sample660	24923	1.0	548.273	2.2%	90.052	1.91%	0.0006
Sample661	24962	1.0	552.006	2.211%	90.262	1.912%	0.0006
Sample662	25000	1.0	551.569	2.206%	90.793	1.92%	0.0006
Sample663	25033	1.0	550.545	2.199%	91.176	1.925%	0.0006
Sample664	25060	1.0	549.761	2.194%	91.231	1.924%	0.0006
Sample665	25134	1.0	558.792	2.223%	92.928	1.955%	0.0007
Sample666	25211	1.0	571.493	2.267%	94.02	1.972%	0.0007
Sample667	25219	1.0	567.201	2.249%	93.04	1.951%	0.0007
Sample668	25244	1.0	565.344	2.24%	92.527	1.938%	0.0007
Sample669	25323	1.0	576.875	2.278%	94.567	1.975%	0.0007
Sample670	25354	1.0	574.192	2.265%	93.224	1.944%	0.0007
Sample671	25401	1.0	583.636	2.298%	93.97	1.956%	0.0007
Sample672	25432	1.0	577.931	2.272%	93.077	1.935%	0.0007
Sample673	25461	1.0	576.345	2.264%	92.888	1.928%	0.0007
Sample674	25515	1.0	575.127	2.254%	93.444	1.936%	0.0007
Sample675	25543	1.0	575.019	2.251%	93.608	1.937%	0.0007
Sample676	25619	1.0	591.308	2.308%	95.41	1.97%	0.0008
Sample677	25651	1.0	589.901	2.3%	94.655	1.952%	0.0007
Sample678	25701	1.0	597.027	2.323%	96.1	1.978%	0.0008
Sample679	25740	1.0	595.476	2.313%	96.476	1.982%	0.0007
Sample680	25766	1.0	596.905	2.317%	96.744	1.985%	0.0007
Sample681	25795	1.0	594.291	2.304%	96.429	1.977%	0.0007
Sample682	25823	1.0	593.034	2.297%	96.113	1.967%	0.0007
Sample683	25850	1.0	595.072	2.302%	96.693	1.977%	0.0007
Sample684	25876	1.0	592.193	2.289%	96.692	1.975%	0.0007
Sample685	25951	1.0	612.505	2.36%	98.953	2.016%	0.0008
Sample686	25981	1.0	609.94	2.348%	98.991	2.015%	0.0008
Sample687	26011	1.0	604.999	2.326%	98.374	2.0%	0.0008
Sample688	26041	1.0	601.734	2.311%	98.135	1.992%	0.0007
Sample689	26072	1.0	595.712	2.285%	97.154	1.97%	0.0007
Sample690	26148	1.0	614.115	2.349%	98.72	1.996%	0.0008
Sample691	26173	1.0	611.792	2.337%	98.55	1.991%	0.0008
Sample692	26203	1.0	614.914	2.347%	98.66	1.991%	0.0008
Sample693	26230	1.0	616.638	2.351%	98.692	1.989%	0.0008
Sample694	26259	1.0	613.795	2.337%	98.356	1.98%	0.0008
Sample695	26287	1.0	612.855	2.331%	98.204	1.975%	0.0008
Sample696	26314	1.0	612.96	2.329%	98.228	1.973%	0.0008
Sample697	26353	1.0	608.748	2.31%	97.01	1.946%	0.0008
Sample698	26379	1.0	613.864	2.327%	98.294	1.969%	0.0008
Sample699	26427	1.0	620.649	2.349%	98.676	1.973%	0.0008
Sample700	26464	1.0	622.635	2.353%	98.874	1.974%	0.0008
Sample701	26495	1.0	620.709	2.343%	98.908	1.973%	0.0008
Sample702	26526	1.0	614.557	2.317%	97.871	1.949%	0.0007
Sample703	26577	1.0	620.376	2.334%	99.549	1.979%	0.0008
Sample704	26608	1.0	614.416	2.309%	98.636	1.958%	0.0007
Sample705	26646	1.0	613.98	2.304%	98.439	1.952%	0.0007
Sample706	26674	1.0	610.938	2.29%	98.384	1.949%	0.0007
Sample707	26700	1.0	607.982	2.277%	98.215	1.943%	0.0007
Sample708	26745	1.0	613.503	2.294%	99.407	1.963%	0.0007
Sample709	26792	1.0	610.647	2.279%	99.426	1.961%	0.0007
Sample710	26818	1.0	613.428	2.287%	99.691	1.965%	0.0007
Sample711	26862	1.0	617.656	2.299%	99.972	1.967%	0.0007
Sample712	26903	1.0	612.002	2.275%	100.073	1.967%	0.0007
Sample713	26929	1.0	608.434	2.259%	99.948	1.962%	0.0007
Sample714	26964	1.0	611.811	2.269%	100.149	1.963%	0.0007
Sample715	26998	1.0	608.291	2.253%	99.401	1.946%	0.0007
Sample716	27025	1.0	611.997	2.265%	99.869	1.953%	0.0007
Sample717	27048	1.0	599.32	2.216%	97.782	1.911%	0.0007
Sample718	27091	1.0	602.509	2.224%	97.776	1.907%	0.0007
Sample719	27128	1.0	604.517	2.228%	98.466	1.918%	0.0007
Sample720	27155	1.0	602.488	2.219%	98.683	1.92%	0.0007
Sample721	27180	1.0	599.592	2.206%	98.229	1.909%	0.0007
Sample722	27214	1.0	599.99	2.205%	97.514	1.893%	0.0007
Sample723	27243	1.0	603.395	2.215%	98.057	1.901%	0.0007
Sample724	27274	1.0	598.713	2.195%	96.88	1.877%	0.0007
Sample725	27321	1.0	603.963	2.211%	96.946	1.875%	0.0007
Sample726	27356	1.0	609.943	2.23%	98.09	1.894%	0.0007
Sample727	27381	1.0	605.163	2.21%	97.019	1.871%	0.0007
Sample728	27413	1.0	599.227	2.186%	96.399	1.857%	0.0007
Sample729	27438	1.0	595.296	2.17%	95.421	1.836%	0.0007
Sample730	27478	1.0	599.333	2.181%	95.559	1.836%	0.0007
Sample731	27514	1.0	603.282	2.193%	96.444	1.85%	0.0007
Sample732	27540	1.0	601.134	2.183%	96.297	1.846%	0.0007
Sample733	27566	1.0	597.133	2.166%	95.846	1.835%	0.0006
Sample734	27590	1.0	595.111	2.157%	95.912	1.834%	0.0006
Sample735	27618	1.0	597.072	2.162%	96.552	1.845%	0.0006
Sample736	27647	1.0	590.087	2.134%	95.503	1.823%	0.0006
Sample737	27686	1.0	589.334	2.129%	95.545	1.821%	0.0006
Sample738	27759	1.0	606.897	2.186%	96.988	1.844%	0.0007
Sample739	27785	1.0	606.807	2.184%	97.138	1.845%	0.0007
Sample740	27812	1.0	605.779	2.178%	97.773	1.855%	0.0007
Sample741	27837	1.0	604.646	2.172%	98.001	1.858%	0.0007
Sample742	27911	1.0	619.736	2.22%	99.66	1.885%	0.0007
Sample743	27937	1.0	619.539	2.218%	99.369	1.877%	0.0007
Sample744	27962	1.0	618.675	2.213%	99.652	1.881%	0.0007
Sample745	27981	1.0	616.013	2.202%	99.369	1.874%	0.0006
Sample746	28007	1.0	616.695	2.202%	100.106	1.886%	0.0006
Sample747	28080	1.0	637.135	2.269%	102.221	1.922%	0.0007
Sample748	28121	1.0	644.129	2.291%	102.775	1.929%	0.0007
Sample749	28146	1.0	642.984	2.284%	102.794	1.928%	0.0007
Sample750	28182	1.0	647.356	2.297%	103.32	1.935%	0.0007
Sample751	28211	1.0	643.852	2.282%	102.931	1.926%	0.0007
Sample752	28234	1.0	632.016	2.238%	100.859	1.885%	0.0006
Sample753	28261	1.0	628.478	2.224%	100.413	1.875%	0.0006
Sample754	28289	1.0	625.961	2.213%	100.354	1.872%	0.0006
Sample755	28316	1.0	622.172	2.197%	100.082	1.865%	0.0006
Sample756	28347	1.0	615.69	2.172%	99.019	1.843%	0.0006
Sample757	28390	1.0	621.531	2.189%	100.048	1.859%	0.0006
Sample758	28433	1.0	629.796	2.215%	100.593	1.866%	0.0006
Sample759	28469	1.0	625.028	2.195%	100.662	1.865%	0.0006
Sample760	28496	1.0	625.235	2.194%	101.051	1.87%	0.0006
Sample761	28526	1.0	618.413	2.168%	100.048	1.85%	0.0006
Sample762	28554	1.0	615.732	2.156%	100.043	1.847%	0.0006
Sample763	28582	1.0	613.05	2.145%	100.261	1.849%	0.0006
Sample764	28621	1.0	615.101	2.149%	100.02	1.842%	0.0006
Sample765	28649	1.0	608.522	2.124%	99.811	1.837%	0.0006
Sample766	28679	1.0	605.997	2.113%	100.223	1.842%	0.0006
Sample767	28705	1.0	607.374	2.116%	100.379	1.843%	0.0006
Sample768	28739	1.0	604.832	2.105%	99.812	1.831%	0.0006
Sample769	28780	1.0	601.289	2.089%	99.726	1.826%	0.0006
Sample770	28806	1.0	594.911	2.065%	98.266	1.798%	0.0006
Sample771	28839	1.0	588.738	2.041%	97.835	1.787%	0.0006
Sample772	28866	1.0	584.827	2.026%	97.385	1.778%	0.0006
Sample773	28892	1.0	580.199	2.008%	96.737	1.764%	0.0006
Sample774	28917	1.0	576.763	1.995%	96.36	1.755%	0.0005
Sample775	28954	1.0	577.712	1.995%	96.645	1.758%	0.0005
Sample776	28977	1.0	564.687	1.949%	94.452	1.717%	0.0005
Sample777	29058	1.0	580.193	1.997%	96.229	1.746%	0.0005
Sample778	29087	1.0	586.692	2.017%	97.451	1.766%	0.0006
Sample779	29126	1.0	586.78	2.015%	96.578	1.748%	0.0006
Sample780	29157	1.0	587.587	2.015%	96.677	1.747%	0.0005
Sample781	29188	1.0	582.81	1.997%	95.889	1.731%	0.0005
Sample782	29214	1.0	583.536	1.997%	96.116	1.733%	0.0005
Sample783	29242	1.0	581.093	1.987%	96.039	1.73%	0.0005
Sample784	29315	1.0	591.766	2.019%	97.521	1.753%	0.0006
Sample785	29347	1.0	587.575	2.002%	96.371	1.73%	0.0006
Sample786	29374	1.0	589.88	2.008%	96.9	1.738%	0.0006
Sample787	29405	1.0	584.668	1.988%	95.819	1.717%	0.0005
