Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
Sample147	1036	0.905	419.087	40.452%	53.119	44.116%	0.1504
Sample148	1000	0.878	436.255	43.626%	57.064	49.819%	0.1663
Sample149	1027	0.881	431.777	42.043%	56.726	50.247%	0.1741
Sample150	985	0.898	412.264	41.854%	53.588	45.859%	0.1523
Sample151	980	0.884	414.157	42.261%	54.415	49.436%	0.1843
Sample152	1008	0.859	455.643	45.203%	61.976	53.207%	0.1883
Sample153	1036	0.892	444.025	42.86%	57.406	48.025%	0.1627
Sample154	975	0.886	430.989	44.204%	55.166	48.319%	0.1724
Sample155	992	0.893	418.259	42.163%	52.32	47.446%	0.1617
Sample156	1008	0.879	431.619	42.819%	57.237	49.849%	0.1733
Sample157	1000	0.878	431.701	43.17%	56.856	50.129%	0.1727
Sample158	992	0.879	435.657	43.917%	56.136	50.121%	0.1739
Sample159	988	0.872	443.317	44.87%	57.008	51.352%	0.1832
Sample160	969	0.885	438.101	45.212%	55.348	47.897%	0.1702
Sample161	1008	0.876	438.119	43.464%	58.025	50.291%	0.1684
Sample162	1008	0.887	445.646	44.211%	57.158	47.278%	0.162
Sample163	1008	0.898	395.305	39.217%	52.382	46.533%	0.1536
Sample164	985	0.863	447.749	45.457%	58.622	53.159%	0.1895
Sample165	989	0.871	445.108	45.006%	57.328	51.605%	0.184
Sample166	1000	0.868	452.169	45.217%	59.317	51.786%	0.1795
Sample167	986	0.899	413.562	41.943%	54.131	45.97%	0.1747
Sample168	971	0.885	410.157	42.241%	53.566	49.389%	0.1753
Sample169	978	0.879	435.707	44.551%	57.399	49.129%	0.1804
Sample170	1000	0.868	453.717	45.372%	58.862	52.422%	0.1884
Sample171	1008	0.872	441.637	43.813%	58.796	51.206%	0.1786
Sample172	979	0.884	448.971	45.86%	57.175	47.77%	0.1619
Sample173	977	0.882	438.658	44.898%	57.065	48.158%	0.1699
Sample174	1008	0.861	456.369	45.275%	61.143	53.25%	0.1838
Sample175	982	0.878	474.928	48.363%	62.065	51.065%	0.1841
Sample176	1008	0.87	448.395	44.484%	58.625	51.818%	0.1891
Sample177	973	0.879	437.532	44.967%	57.964	49.06%	0.1674
Sample178	1008	0.887	425.902	42.252%	54.476	48.889%	0.1686
Sample179	992	0.88	428.04	43.149%	55.491	50.059%	0.1705
Sample180	1018	0.903	405.77	39.86%	51.074	46.15%	0.1621
Sample181	992	0.883	429.818	43.328%	55.381	49.197%	0.1676
Sample182	1008	0.902	411.725	40.846%	59.278	46.045%	0.1775
Sample183	992	0.879	442.331	44.59%	55.969	49.972%	0.171
Sample184	974	0.892	419.505	43.07%	54.193	46.409%	0.156
Sample185	1014	0.937	340.378	33.568%	47.041	36.762%	0.1106
Sample186	1000	0.887	410.924	41.092%	54.092	48.67%	0.1722
Sample187	1020	0.879	432.749	42.426%	58.896	49.431%	0.1626
Sample188	1024	0.887	434.902	42.471%	57.865	47.965%	0.1655
Sample189	988	0.888	429.176	43.439%	57.665	47.984%	0.1724
Sample190	986	0.875	431.996	43.813%	56.629	50.687%	0.1735
Sample191	992	0.875	445.268	44.886%	57.226	50.581%	0.1718
Sample192	992	0.878	419.532	42.292%	56.007	50.524%	0.172
Sample193	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample194	1020	0.874	472.85	46.358%	61.494	49.845%	0.1728
Sample195	1000	0.882	429.176	42.918%	56.461	50.03%	0.1819
Sample196	1032	0.862	471.859	45.723%	60.283	55.76%	0.218
Sample197	967	0.893	428.68	44.331%	53.234	46.196%	0.1611
Sample198	992	0.872	436.772	44.029%	57.896	51.173%	0.1733
Sample199	990	0.882	438.311	44.274%	54.92	49.661%	0.1705
Sample200	1035	0.881	446.65	43.155%	59.255	49.099%	0.1601
Sample201	992	0.859	450.914	45.455%	59.93	54.063%	0.189
Sample202	968	0.892	425.876	43.995%	53.719	46.344%	0.1549
Sample203	1018	0.914	419.913	41.249%	54.953	43.515%	0.1742
Sample204	988	0.876	439.175	44.451%	56.622	50.228%	0.1726
Sample205	981	0.888	428.245	43.654%	55.835	47.252%	0.1583
Sample206	1037	0.892	434.04	41.855%	55.237	47.877%	0.1658
Sample207	1000	0.878	431.701	43.17%	56.856	50.129%	0.1727
Sample208	981	0.848	468.246	47.731%	62.536	55.195%	0.1971
Sample209	1019	0.918	399.011	39.157%	51.886	40.399%	0.1396
Sample210	979	0.884	421.83	43.088%	57.016	47.875%	0.1578
Sample211	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample212	973	0.885	434.229	44.628%	55.187	48.197%	0.1645
Sample213	975	0.876	455.969	46.766%	59.304	49.497%	0.1773
Sample214	1000	0.867	461.816	46.182%	59.042	52.317%	0.1833
Sample215	1014	0.929	350.206	34.537%	47.573	38.921%	0.1142
Sample216	994	0.886	421.049	42.359%	56.882	48.562%	0.1871
Sample217	968	0.885	434.873	44.925%	55.583	47.952%	0.17
Sample218	988	0.866	459.825	46.541%	59.444	52.731%	0.1998
Sample219	999	0.88	452.914	45.337%	61.32	49.537%	0.1914
Sample220	1009	0.886	460.602	45.649%	63.413	49.172%	0.1844
Sample221	1029	0.885	451.715	43.898%	57.824	48.343%	0.163
Sample222	1016	0.874	448.428	44.137%	58.315	50.803%	0.1739
Sample223	968	0.887	423.089	43.708%	55.753	47.262%	0.1631
Sample224	975	0.875	451.51	46.309%	59.112	49.667%	0.1796
Sample225	992	0.872	431.283	43.476%	57.496	51.076%	0.1757
Sample226	979	0.881	417.022	42.597%	54.518	49.895%	0.1705
Sample227	1015	0.883	430.853	42.449%	55.846	49.359%	0.1651
Sample228	974	0.877	433.323	44.489%	57.282	49.618%	0.1676
Sample229	1018	0.942	325.148	31.94%	43.754	35.44%	0.095
Sample230	1000	0.887	413.214	41.321%	54.548	48.335%	0.1617
Sample231	963	0.845	508.367	52.79%	71.28	54.842%	0.2194
Sample232	1014	0.863	453.351	44.709%	61.255	52.739%	0.1827
Sample233	974	0.904	377.122	38.719%	47.993	46.062%	0.1677
Sample234	1008	0.867	437.459	43.399%	59.659	52.212%	0.1772
Sample235	985	0.879	421.431	42.785%	55.723	50.53%	0.1851
Sample236	1022	0.858	469.774	45.966%	62.886	53.587%	0.184
Sample237	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample238	1042	0.871	468.238	44.936%	59.151	53.623%	0.1942
Sample239	1016	0.886	437.717	43.082%	55.339	48.791%	0.166
Sample240	1000	0.883	427.631	42.763%	55.922	49.803%	0.1853
Sample241	986	0.865	446.981	45.333%	58.687	52.529%	0.1823
Sample242	990	0.893	414.037	41.822%	54.629	47.477%	0.1705
Sample243	975	0.889	432.255	44.334%	54.97	46.973%	0.167
Sample244	992	0.892	404.063	40.732%	52.765	47.6%	0.1595
Sample245	1013	0.884	428.033	42.254%	55.976	49.332%	0.1638
Sample246	986	0.874	442.137	44.841%	57.303	51.555%	0.1928
Sample247	1014	0.873	446.346	44.018%	58.805	51.087%	0.1785
Sample248	1015	0.894	415.323	40.919%	54.485	47.493%	0.1787
Sample249	979	0.867	437.471	44.685%	58.254	51.874%	0.1778
Sample250	1030	0.893	434.531	42.187%	56.449	46.574%	0.1569
Sample251	1017	0.947	320.351	31.5%	41.99	33.908%	0.1029
Sample252	1008	0.887	422.097	41.875%	54.947	48.567%	0.1594
Sample253	979	0.891	409.026	41.78%	51.853	48.006%	0.1627
Sample254	980	0.862	448.243	45.739%	59.134	53.13%	0.1887
Sample255	994	0.878	450.198	45.292%	59.125	48.929%	0.1702
Sample256	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample257	992	0.869	449.755	45.338%	57.886	51.95%	0.1814
Sample258	1008	0.866	456.217	45.26%	61.147	51.767%	0.174
Sample259	992	0.876	432.192	43.568%	55.885	50.948%	0.177
Sample260	985	0.869	440.93	44.764%	58.073	52.386%	0.2013
Sample261	1008	0.944	319.081	31.655%	42.226	34.92%	0.0958
Sample262	986	0.87	475.427	48.218%	64.279	52.237%	0.1914
Sample263	974	0.884	438.007	44.97%	56.87	47.802%	0.1677
Sample264	1008	0.872	441.637	43.813%	58.796	51.206%	0.1786
Sample265	1017	0.928	372.937	36.67%	50.146	39.178%	0.1225
Sample266	979	0.88	421.835	43.088%	55.019	49.53%	0.1667
Sample267	1000	0.898	406.813	40.681%	51.845	46.409%	0.1578
Sample268	989	0.879	436.599	44.146%	55.952	50.63%	0.1923
Sample269	1013	0.89	442.977	43.729%	57.28	48.772%	0.2015
Sample270	999	0.88	452.914	45.337%	61.32	49.537%	0.1914
Sample271	1008	0.88	433.169	42.973%	56.453	49.898%	0.1662
Sample272	985	0.919	389.43	39.536%	50.74	42.585%	0.1682
Sample273	985	0.878	448.436	45.526%	58.857	49.148%	0.1657
Sample274	1000	0.879	435.447	43.545%	56.752	50.037%	0.1709
Sample275	1027	0.893	426.83	41.561%	54.361	47.45%	0.1576
Sample276	1008	0.874	447.817	44.426%	58.807	50.486%	0.1689
Sample277	987	0.881	427.25	43.288%	55.777	49.512%	0.17
Sample278	985	0.887	424.74	43.121%	53.849	48.325%	0.1652
Sample279	1025	0.888	418.46	40.825%	55.297	48.752%	0.1605
Sample280	980	0.868	439.568	44.854%	57.952	52.068%	0.1805
Sample281	1018	0.881	438.748	43.099%	57.298	49.325%	0.169
Sample282	977	0.889	419.652	42.953%	54.889	47.561%	0.1645
Sample283	992	0.864	445.657	44.925%	59.829	52.619%	0.1837
Sample284	975	0.88	442.639	45.399%	58.361	48.308%	0.1692
Sample285	990	0.875	429.75	43.409%	57.547	50.577%	0.1705
Sample286	1015	0.854	494.758	48.745%	67.217	53.439%	0.1855
Sample287	1008	0.866	451.486	44.79%	60.241	51.963%	0.1781
Sample288	976	0.861	455.911	46.712%	60.44	52.622%	0.1853
Sample289	1027	0.888	436.535	42.506%	56.066	48.497%	0.1592
Sample290	1029	0.892	443.973	43.146%	56.775	46.737%	0.1615
Sample291	964	0.896	417.977	43.359%	53.102	45.656%	0.1619
Sample292	1008	0.842	469.289	46.556%	66.013	56.145%	0.1988
Sample293	999	0.934	360.133	36.049%	47.449	38.071%	0.1487
Sample294	1000	0.884	436.52	43.652%	55.914	49.545%	0.185
Sample295	992	0.893	417.822	42.119%	52.524	47.631%	0.1614
Sample296	1019	0.88	442.972	43.471%	57.517	49.663%	0.1764
Sample297	992	0.885	432.289	43.578%	54.219	49.168%	0.169
Sample298	1023	0.87	461.917	45.153%	57.973	54.233%	0.2056
Sample299	1008	0.882	431.173	42.775%	55.861	49.375%	0.1681
Sample300	1016	0.884	428.271	42.153%	55.815	49.633%	0.1762
Sample301	981	0.868	487.225	49.666%	64.679	52.77%	0.1984
Sample302	992	0.862	456.203	45.988%	60.135	52.889%	0.1849
Sample303	1000	0.867	450.62	45.062%	58.682	52.529%	0.1878
Sample304	1008	0.871	448.723	44.516%	59.119	51.488%	0.1772
Sample305	1029	0.897	428.541	41.646%	55.022	45.952%	0.1588
Sample306	977	0.867	468.056	47.907%	61.673	51.06%	0.175
Sample307	1019	0.866	473.456	46.463%	61.25	53.366%	0.2087
Sample308	1019	0.87	437.981	42.981%	59.439	51.788%	0.176
Sample309	1008	0.898	396.689	39.354%	52.363	46.053%	0.1477
Sample310	992	0.874	443.336	44.691%	56.976	50.871%	0.1746
Sample311	985	0.878	423.085	42.953%	55.47	50.567%	0.1742
Sample312	988	0.908	387.869	39.258%	50.707	43.635%	0.1583
Sample313	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample314	1017	0.931	365.592	35.948%	48.562	38.616%	0.1181
Sample315	1000	0.879	433.017	43.302%	56.263	50.107%	0.1701
Sample316	1000	0.887	411.896	41.19%	54.254	48.816%	0.1633
Sample317	1014	0.869	448.396	44.221%	60.473	51.37%	0.1695
Sample318	980	0.891	413.892	42.234%	54.304	47.54%	0.154
Sample319	1000	0.889	421.468	42.147%	54.333	48.887%	0.179
Sample320	1017	0.941	342.036	33.632%	44.453	35.822%	0.1102
Sample321	980	0.877	429.157	43.792%	55.58	50.494%	0.1756
Sample322	984	0.881	452.732	46.009%	58.595	48.504%	0.1736
Sample323	1008	0.872	441.637	43.813%	58.796	51.206%	0.1786
Sample324	977	0.873	456.153	46.689%	59.519	50.055%	0.1776
Sample325	1000	0.873	430.388	43.039%	58.213	51.583%	0.1896
Sample326	1018	0.891	425.266	41.775%	54.809	47.608%	0.1584
Sample327	1000	0.881	415.054	41.505%	55.866	50.008%	0.1685
Sample328	988	0.875	457.865	46.343%	60.181	49.243%	0.17
Sample329	1028	0.895	438.088	42.616%	56.021	46.341%	0.1537
Sample330	985	0.868	428.405	43.493%	57.93	52.257%	0.1806
Sample331	973	0.879	419.337	43.097%	63.072	49.867%	0.1647
Sample332	1008	0.934	356.964	35.413%	46.437	37.855%	0.1138
Sample333	985	0.873	456.44	46.339%	60.273	50.035%	0.1754
Sample334	986	0.877	425.79	43.184%	56.2	50.303%	0.1708
Sample335	1014	0.881	477.307	47.072%	64.942	50.365%	0.1975
Sample336	1019	0.952	311.774	30.596%	39.873	32.015%	0.0896
Sample337	1015	0.895	421.695	41.546%	53.419	46.749%	0.1593
Sample338	984	0.9	396.693	40.314%	51.571	45.287%	0.1472
Sample339	1014	0.875	440.753	43.467%	58.208	50.568%	0.1728
Sample340	1008	0.878	437.97	43.449%	56.917	50.308%	0.1734
Sample341	1036	0.892	435.852	42.071%	55.574	47.294%	0.1576
Sample342	990	0.923	365.209	36.89%	48.092	40.027%	0.1313
Sample343	1027	0.879	440.624	42.904%	57.638	50.311%	0.1701
Sample344	1000	0.878	431.701	43.17%	56.856	50.129%	0.1727
Sample345	975	0.886	433.125	44.423%	56.18	47.836%	0.1701
Sample346	984	0.871	487.006	49.492%	64.028	52.109%	0.1999
Sample347	979	0.857	441.206	45.067%	60.377	54.354%	0.1852
Sample348	1013	0.866	476.571	47.046%	63.08	51.136%	0.178
Sample349	972	0.872	461.329	47.462%	60.744	51.353%	0.2118
Sample350	979	0.878	417.353	42.631%	55.078	50.407%	0.1719
Sample351	986	0.877	426.878	43.294%	56.294	50.387%	0.1749
Sample352	1018	0.939	341.294	33.526%	44.707	36.262%	0.1071
Sample353	992	0.865	455.034	45.87%	59.338	52.712%	0.1923
Sample354	981	0.859	483.661	49.303%	66.493	54.998%	0.1976
Sample355	968	0.897	408.801	42.232%	53.231	46.339%	0.1541
Sample356	990	0.876	445.293	44.979%	56.805	51.366%	0.1933
Sample357	1015	0.879	438.43	43.195%	57.012	50.14%	0.1706
Sample358	1001	0.923	367.417	36.705%	49.071	41.094%	0.1376
Sample359	1036	0.904	422.531	40.785%	53.258	44.602%	0.1491
Sample360	1015	0.856	473.969	46.696%	62.314	54.039%	0.1887
Sample361	1008	0.879	431.514	42.809%	56.718	50.132%	0.1704
Sample362	992	0.878	431.603	43.508%	56.19	50.17%	0.1701
Sample363	1019	0.874	444.912	43.662%	59.049	50.744%	0.1698
Sample364	983	0.885	420.461	42.773%	55.668	48.214%	0.1597
Sample365	1015	0.874	457.596	45.083%	58.205	51.189%	0.1766
Sample366	1017	0.882	438.742	43.141%	57.423	49.727%	0.184
Sample367	1028	0.896	434.523	42.269%	55.322	46.095%	0.1532
Sample368	992	0.882	420.114	42.35%	54.905	49.53%	0.1674
Sample369	989	0.871	444.662	44.961%	57.167	51.46%	0.183
Sample370	986	0.878	422.345	42.834%	55.807	50.209%	0.1698
Sample371	1000	0.891	424.617	42.462%	53.851	48.453%	0.1776
Sample372	1008	0.878	430.778	42.736%	57.319	50.164%	0.1672
Sample373	1016	0.886	441.056	43.411%	55.601	48.542%	0.1646
Sample374	1000	0.879	432.467	43.247%	56.008	50.135%	0.1697
Sample375	1020	0.924	361.472	35.438%	50.304	39.781%	0.1185
Sample376	984	0.871	478.315	48.609%	63.828	52.115%	0.1982
Sample377	1023	0.873	456.096	44.584%	61.059	50.094%	0.1656
Sample378	968	0.898	411.953	42.557%	51.855	45.141%	0.1501
Sample379	1014	0.885	433.0	42.702%	55.911	48.809%	0.1654
Sample380	1016	0.868	479.71	47.216%	68.513	52.765%	0.2075
Sample381	1000	0.878	427.976	42.798%	56.507	50.324%	0.1702
Sample382	1017	0.888	449.94	44.242%	59.624	47.714%	0.1629
Sample383	1022	0.883	433.9	42.456%	57.262	49.852%	0.1897
Sample384	1028	0.895	435.576	42.371%	54.824	46.764%	0.155
Sample385	1028	0.895	429.267	41.757%	56.113	47.149%	0.1769
Sample386	1034	0.884	448.206	43.347%	57.716	48.88%	0.1686
Sample387	1019	0.875	432.453	42.439%	58.427	50.906%	0.1712
Sample388	1008	0.889	424.25	42.088%	54.715	47.885%	0.1592
Sample389	1019	0.857	452.42	44.398%	62.516	54.206%	0.1885
Sample390	976	0.87	455.279	46.647%	59.826	50.671%	0.1749
Sample391	965	0.871	451.786	46.817%	59.665	50.238%	0.1755
Sample392	992	0.854	463.872	46.761%	61.31	54.741%	0.1951
Sample393	999	0.88	452.914	45.337%	61.32	49.537%	0.1914
Sample394	964	0.892	390.679	40.527%	50.343	48.953%	0.1831
Sample395	981	0.863	452.913	46.169%	60.712	52.638%	0.1806
Sample396	1008	0.877	439.029	43.554%	57.206	50.313%	0.1715
Sample397	979	0.88	418.515	42.749%	54.636	50.003%	0.1715
Sample398	1026	0.871	463.135	45.14%	59.567	51.835%	0.1778
Sample399	968	0.87	442.395	45.702%	58.079	51.025%	0.1704
Sample400	1035	0.902	417.23	40.312%	53.764	44.92%	0.1517
Sample401	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample402	986	0.877	429.355	43.545%	56.37	50.198%	0.1695
Sample403	985	0.874	432.271	43.885%	56.699	51.147%	0.1797
Sample404	1013	0.873	449.982	44.421%	58.99	51.122%	0.1739
Sample405	1008	0.872	441.637	43.813%	58.796	51.206%	0.1786
Sample406	988	0.858	470.029	47.574%	63.31	52.835%	0.1912
Sample407	962	0.904	371.122	38.578%	48.476	45.13%	0.1454
Sample408	986	0.827	470.364	47.704%	69.232	58.11%	0.2113
Sample409	982	0.869	458.174	46.657%	61.02	50.91%	0.1853
Sample410	992	0.884	430.261	43.373%	54.957	49.577%	0.1826
Sample411	1020	0.902	403.303	39.54%	52.38	45.365%	0.1548
Sample412	985	0.876	437.064	44.372%	56.234	50.433%	0.1719
Sample413	981	0.877	444.224	45.283%	58.898	49.237%	0.1659
Sample414	1028	0.888	450.913	43.863%	57.098	47.575%	0.1623
Sample415	982	0.884	413.14	42.071%	55.147	48.854%	0.1681
Sample416	1019	0.861	468.834	46.009%	60.442	54.576%	0.2015
Sample417	980	0.893	426.905	43.562%	55.218	47.111%	0.1664
Sample418	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample419	992	0.884	420.928	42.432%	54.619	49.018%	0.1674
Sample420	1013	0.951	301.71	29.784%	40.285	32.657%	0.0896
Sample421	975	0.878	445.748	45.718%	58.023	49.023%	0.1688
Sample422	1004	0.923	388.218	38.667%	52.698	41.06%	0.1211
Sample423	989	0.884	436.788	44.165%	54.547	49.102%	0.1686
Sample424	986	0.864	448.714	45.509%	62.569	51.715%	0.1867
Sample425	1000	0.884	415.748	41.575%	54.936	49.176%	0.1663
Sample426	992	0.876	433.901	43.74%	56.479	50.687%	0.1749
Sample427	1003	0.945	317.614	31.666%	42.522	34.518%	0.0994
Sample428	979	0.886	399.993	40.857%	53.101	49.161%	0.1735
Sample429	1000	0.882	423.782	42.378%	55.292	49.75%	0.1671
Sample430	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample431	1000	0.863	460.066	46.007%	60.563	52.874%	0.1822
Sample432	1008	0.873	438.81	43.533%	58.556	50.752%	0.1759
Sample433	999	0.88	452.914	45.337%	61.32	49.537%	0.1914
Sample434	992	0.892	401.96	40.52%	52.559	47.663%	0.1603
Sample435	1023	0.873	456.096	44.584%	61.059	50.094%	0.1656
Sample436	1008	0.878	438.568	43.509%	57.302	50.149%	0.1726
Sample437	1008	0.872	441.093	43.759%	58.379	51.344%	0.182
Sample438	985	0.903	399.947	40.604%	54.104	44.614%	0.163
Sample439	973	0.871	431.821	44.38%	58.69	50.481%	0.1704
Sample440	1016	0.884	442.789	43.582%	57.849	48.134%	0.1681
Sample441	978	0.894	406.852	41.6%	50.87	47.457%	0.1626
Sample442	981	0.864	433.092	44.148%	58.52	52.781%	0.1919
Sample443	1000	0.868	454.263	45.426%	59.053	51.809%	0.1749
Sample444	1016	0.873	450.289	44.32%	59.024	50.959%	0.1725
Sample445	1013	0.88	442.412	43.673%	57.293	49.414%	0.1666
Sample446	992	0.88	423.22	42.663%	55.484	50.053%	0.1717
Sample447	1019	0.912	402.672	39.516%	53.178	42.116%	0.1459
Sample448	985	0.866	444.547	45.132%	58.448	52.724%	0.1861
Sample449	971	0.879	443.228	45.647%	58.351	48.621%	0.1737
Sample450	979	0.857	451.533	46.122%	59.585	54.532%	0.1933
Sample451	1014	0.875	435.833	42.982%	58.535	50.638%	0.1708
Sample452	1008	0.93	344.335	34.16%	47.873	38.3%	0.1129
Sample453	978	0.884	413.295	42.259%	53.951	49.746%	0.1851
Sample454	1014	0.875	460.399	45.404%	64.135	49.725%	0.1815
Sample455	1023	0.887	443.241	43.328%	58.278	47.368%	0.1625
Sample456	981	0.871	441.63	45.018%	57.68	51.457%	0.18
Sample457	1019	0.884	442.017	43.378%	59.533	49.451%	0.1714
Sample458	1008	0.864	463.461	45.978%	61.106	52.46%	0.1801
Sample459	992	0.875	423.477	42.689%	56.451	50.925%	0.1747
Sample460	1018	0.943	331.996	32.613%	43.317	34.901%	0.0995
Sample461	1008	0.888	429.383	42.598%	54.598	48.258%	0.1614
Sample462	1000	0.873	447.998	44.8%	57.718	51.403%	0.1755
Sample463	967	0.879	432.973	44.775%	56.119	49.09%	0.1658
Sample464	972	0.883	430.625	44.303%	53.463	49.528%	0.1738
Sample465	980	0.881	426.01	43.47%	54.806	49.791%	0.1692
Sample466	1000	0.884	419.714	41.971%	54.899	49.142%	0.1662
Sample467	1020	0.882	443.666	43.497%	57.131	49.67%	0.1693
Sample468	981	0.872	448.509	45.72%	57.304	51.684%	0.1933
Sample469	992	0.883	416.816	42.018%	54.777	49.159%	0.164
Sample470	1000	0.875	437.288	43.729%	57.666	50.592%	0.1741
Sample471	1028	0.879	455.391	44.299%	58.848	49.818%	0.1688
Sample472	1035	0.88	458.349	44.285%	59.066	49.299%	0.1695
Sample473	1018	0.875	443.27	43.543%	58.406	50.732%	0.1726
Sample474	1021	0.883	440.708	43.164%	57.634	49.02%	0.1624
Sample475	970	0.869	430.027	44.333%	57.205	51.833%	0.1789
Sample476	1018	0.892	400.639	39.356%	53.425	48.274%	0.1761
Sample477	989	0.867	448.254	45.324%	58.174	52.367%	0.1855
Sample478	980	0.876	429.77	43.854%	55.69	50.594%	0.1745
Sample479	1015	0.879	440.538	43.403%	57.301	50.146%	0.1723
Sample480	980	0.886	436.899	44.582%	56.058	47.734%	0.1678
Sample481	986	0.855	447.692	45.405%	62.07	53.6%	0.1822
Sample482	979	0.862	449.078	45.871%	59.049	53.124%	0.1888
Sample483	1014	0.881	442.012	43.591%	56.61	49.419%	0.1687
Sample484	986	0.876	426.828	43.289%	56.333	50.422%	0.1704
Sample485	986	0.871	432.254	43.839%	57.522	51.486%	0.1784
Sample486	989	0.87	458.949	46.405%	57.402	51.672%	0.1837
Sample487	983	0.871	456.701	46.46%	60.088	50.526%	0.1692
Sample488	1008	0.867	453.164	44.957%	59.313	52.426%	0.18
Sample489	972	0.878	419.258	43.134%	54.932	50.234%	0.1738
Sample490	1008	0.872	441.637	43.813%	58.796	51.206%	0.1786
Sample491	979	0.872	470.065	48.015%	63.42	51.978%	0.2017
Sample492	1017	0.873	476.343	46.838%	66.665	52.182%	0.198
Sample493	1023	0.862	448.708	43.862%	62.562	52.824%	0.1791
Sample494	969	0.881	433.987	44.787%	57.772	48.289%	0.1611
Sample495	981	0.888	415.392	42.344%	53.166	47.952%	0.1634
Sample496	972	0.873	452.293	46.532%	61.406	50.705%	0.1887
Sample497	992	0.833	471.58	47.538%	66.908	57.714%	0.2217
Sample498	1012	0.874	475.53	46.989%	60.613	49.952%	0.1701
Sample499	992	0.885	419.619	42.3%	54.461	49.13%	0.1675
Sample500	1013	0.894	421.922	41.651%	54.97	46.42%	0.1474
Sample501	1008	0.857	466.825	46.312%	63.248	53.805%	0.1882
Sample502	992	0.874	431.268	43.475%	57.077	50.962%	0.1757
Sample503	1013	0.878	443.772	43.808%	58.053	49.629%	0.1677
Sample504	1018	0.878	434.639	42.695%	58.108	49.787%	0.1673
Sample505	1016	0.88	438.116	43.122%	57.18	49.574%	0.1683
Sample506	974	0.867	454.007	46.613%	59.676	51.622%	0.1874
Sample507	980	0.882	434.083	44.294%	54.603	50.173%	0.1884
Sample508	1000	0.876	455.986	45.599%	56.955	50.723%	0.1751
Sample509	1014	0.912	395.536	39.007%	55.523	43.892%	0.1501
Sample510	984	0.896	414.933	42.168%	55.068	46.235%	0.1639
Sample511	1015	0.937	331.496	32.66%	44.804	36.508%	0.1024
Sample512	1025	0.888	424.838	41.448%	55.824	47.998%	0.1594
Sample513	988	0.876	445.229	45.064%	56.842	50.939%	0.1914
Sample514	1026	0.913	414.123	40.363%	54.228	43.487%	0.1622
Sample515	1000	0.879	448.055	44.805%	56.286	50.384%	0.1703
Sample516	1008	0.949	352.301	34.95%	44.113	35.292%	0.1077
Sample517	1008	0.876	438.084	43.461%	57.525	50.593%	0.1749
Sample518	985	0.877	427.283	43.379%	55.538	50.629%	0.1748
Sample519	1000	0.876	439.79	43.979%	57.831	50.989%	0.1927
Sample520	992	0.885	417.984	42.135%	54.392	49.068%	0.1682
Sample521	992	0.88	422.451	42.586%	56.15	50.653%	0.1928
Sample522	979	0.902	407.763	41.651%	53.369	45.541%	0.1658
Sample523	979	0.885	433.154	44.245%	56.492	47.715%	0.1672
Sample524	1008	0.88	433.671	43.023%	56.871	49.53%	0.1716
Sample525	1008	0.953	306.953	30.452%	38.983	32.166%	0.1038
Sample526	979	0.859	451.453	46.114%	59.692	54.018%	0.189
Sample527	1008	0.958	322.254	31.97%	40.527	32.027%	0.0978
Sample528	972	0.89	413.905	42.583%	52.526	48.034%	0.1659
Sample529	979	0.878	423.008	43.208%	55.477	50.204%	0.1703
Sample530	985	0.885	425.022	43.149%	54.154	48.851%	0.1678
Sample531	992	0.891	415.604	41.896%	53.94	48.161%	0.1807
Sample532	1013	0.942	347.554	34.309%	44.815	35.261%	0.1143
Sample533	979	0.889	428.043	43.722%	52.243	48.367%	0.1669
Sample534	966	0.886	431.618	44.681%	55.886	47.501%	0.1607
Sample535	1024	0.876	441.985	43.163%	59.593	50.261%	0.1702
Sample536	1000	0.888	417.542	41.754%	53.98	48.074%	0.1682
Sample537	992	0.879	420.001	42.339%	55.771	50.312%	0.171
Sample538	992	0.868	445.395	44.899%	58.564	52.025%	0.1814
Sample539	1014	0.882	454.012	44.774%	59.133	50.886%	0.2167
Sample540	1015	0.956	314.665	31.001%	40.693	32.496%	0.0966
Sample541	992	0.876	434.974	43.848%	56.872	50.779%	0.1715
Sample542	974	0.872	463.708	47.609%	60.412	50.121%	0.1747
Sample543	1000	0.893	398.437	39.844%	52.979	47.424%	0.1576
Sample544	980	0.865	457.607	46.695%	58.091	52.775%	0.1868
Sample545	1026	0.943	351.877	34.296%	45.837	35.153%	0.1164
Sample546	1034	0.904	423.931	40.999%	52.988	44.828%	0.1528
Sample547	979	0.869	439.451	44.888%	58.39	52.565%	0.1968
Sample548	1026	0.899	405.773	39.549%	51.978	47.155%	0.1582
Sample549	1000	0.874	446.545	44.655%	58.442	51.022%	0.1753
Sample550	988	0.87	457.3	46.285%	58.199	52.155%	0.2012
Sample551	979	0.876	432.277	44.155%	55.651	50.932%	0.1753
