Samples	Signature A	Signature B	Signature C
Sample1095	37695	2404	799
Sample1096	37740	2398	787
Sample1097	37693	2478	781
Sample1098	37684	2525	774
Sample1099	37699	2540	782
Sample1100	37907	2401	794
Sample1101	37855	2486	792
Sample1102	38161	2247	795
Sample1103	38425	2078	774
Sample1104	38616	1932	771
Sample1105	38615	1967	766
Sample1106	38661	1950	766
Sample1107	38702	1946	757
Sample1108	38730	1951	751
Sample1109	38649	2043	763
Sample1110	38675	2054	755
Sample1111	38731	2039	754
Sample1112	38776	2034	740
Sample1113	38813	2019	736
Sample1114	38869	2000	734
Sample1115	38890	2011	727
Sample1116	38902	2022	734
Sample1117	38912	2034	728
Sample1118	38828	2147	725
Sample1119	38834	2168	736
Sample1120	38842	2197	729
Sample1121	39130	1974	747
Sample1122	39211	1946	742
Sample1123	39277	1921	743
Sample1124	39219	2008	743
Sample1125	39268	1994	741
Sample1126	39286	2014	734
Sample1127	39262	2067	733
Sample1128	39173	2178	739
Sample1129	39199	2192	742
Sample1130	39473	1983	744
Sample1131	39441	2047	742
Sample1132	39542	1977	746
Sample1133	39487	2055	758
Sample1134	39521	2067	750
Sample1135	39775	1894	750
Sample1136	40034	1691	773
Sample1137	40004	1746	777
Sample1138	39969	1810	781
Sample1139	39938	1868	787
Sample1140	39993	1845	794
Sample1141	39879	1979	797
Sample1142	39766	2113	799
Sample1143	39759	2151	804
Sample1144	39944	2009	817
Sample1145	40241	1794	805
Sample1146	40278	1793	800
Sample1147	40279	1834	797
Sample1148	40279	1871	789
Sample1149	40281	1920	775
Sample1150	40299	1941	764
Sample1151	40331	1956	763
Sample1152	40694	1669	765
Sample1153	40580	1803	768
Sample1154	40578	1843	769
Sample1155	40739	1739	757
Sample1156	40744	1768	749
Sample1157	40729	1807	752
Sample1158	40676	1891	750
Sample1159	40677	1930	749
Sample1160	40974	1717	744
Sample1161	41050	1683	735
Sample1162	41086	1684	726
Sample1163	41200	1604	736
Sample1164	41194	1647	727
Sample1165	41239	1647	725
Sample1166	41248	1673	720
Sample1167	41512	1473	727
Sample1168	41470	1527	731
Sample1169	41428	1600	730
Sample1170	41279	1770	737
Sample1171	41298	1787	739
Sample1172	41213	1902	736
Sample1173	41179	1971	724
Sample1174	41181	2003	715
Sample1175	41212	2009	707
Sample1176	41174	2082	702
Sample1177	41170	2119	695
Sample1178	41142	2190	695
Sample1179	41144	2230	681
Sample1180	41122	2287	674
Sample1181	41090	2351	672
Sample1182	41268	2259	669
Sample1183	41293	2269	663
Sample1184	41221	2369	665
Sample1185	41237	2390	654
Sample1186	41292	2371	646
Sample1187	41236	2449	656
Sample1188	41142	2576	654
Sample1189	41320	2466	664
Sample1190	41348	2473	655
Sample1191	41379	2487	654
Sample1192	41430	2481	652
Sample1193	41418	2504	662
Sample1194	41370	2594	661
Sample1195	41334	2667	654
Sample1196	41312	2718	655
Sample1197	41643	2467	653
Sample1198	41664	2486	645
Sample1199	41621	2563	640
Sample1200	41613	2594	660
Sample1201	41614	2635	661
Sample1202	41621	2654	664
Sample1203	41572	2737	660
Sample1204	41526	2815	656
Sample1205	41451	2910	670
Sample1206	41473	2923	665
Sample1207	41481	2951	657
Sample1208	41442	3010	655
Sample1209	41417	3065	648
Sample1210	41447	3071	638
Sample1211	41533	3016	634
Sample1212	41542	3037	634
Sample1213	41558	3054	630
Sample1214	41531	3119	632
Sample1215	41569	3116	623
Sample1216	41505	3216	620
Sample1217	41529	3228	611
Sample1218	41840	2986	615
Sample1219	41806	3055	620
Sample1220	41804	3093	611
Sample1221	42219	2757	618
Sample1222	42202	2807	618
Sample1223	42250	2802	619
Sample1224	42270	2815	611
Sample1225	42245	2872	610
Sample1226	42195	2949	614
Sample1227	42198	2985	600
Sample1228	42108	3083	602
Sample1229	42027	3201	605
Sample1230	42198	3058	620
Sample1231	42210	3093	610
Sample1232	42218	3115	605
Sample1233	42217	3153	594
Sample1234	42186	3216	596
Sample1235	42444	3028	604
Sample1236	42431	3075	596
Sample1237	42397	3139	597
Sample1238	42443	3126	607
Sample1239	42424	3182	598
Sample1240	42520	3138	593
Sample1241	42581	3104	609
Sample1242	42550	3166	607
Sample1243	42550	3213	604
Sample1244	42568	3238	596
Sample1245	42513	3323	606
Sample1246	42580	3302	590
Sample1247	42540	3371	587
Sample1248	42576	3375	583
Sample1249	42529	3444	586
Sample1250	42581	3439	580
Sample1251	42633	3421	573
Sample1252	42730	3366	578
Sample1253	42752	3377	575
Sample1254	42727	3433	572
Sample1255	42672	3513	573
Sample1256	42683	3539	566
Sample1257	42685	3570	563
Sample1258	42720	3571	554
Sample1259	42751	3578	546
Sample1260	42742	3620	556
Sample1261	43003	3423	568
Sample1262	43005	3454	559
Sample1263	43022	3475	550
Sample1264	43048	3478	556
Sample1265	43052	3504	550
Sample1266	43008	3583	556
Sample1267	43049	3577	560
Sample1268	43073	3595	548
Sample1269	43135	3570	539
Sample1270	43156	3592	537
Sample1271	43173	3609	534
Sample1272	43239	3575	541
Sample1273	43231	3618	537
Sample1274	43448	3453	532
Sample1275	43477	3464	533
Sample1276	43761	3252	543
Sample1277	43648	3386	545
Sample1278	43696	3376	548
Sample1279	43681	3424	542
Sample1280	44021	3149	545
Sample1281	44354	2884	549
Sample1282	44412	2880	535
Sample1283	44654	2720	531
Sample1284	44619	2784	533
Sample1285	44657	2779	548
Sample1286	44606	2846	554
Sample1287	44615	2867	549
Sample1288	44715	2812	546
Sample1289	44662	2891	545
Sample1290	44611	2973	544
Sample1291	44614	3023	542
Sample1292	44662	3011	534
Sample1293	44681	3032	525
Sample1294	44635	3103	531
Sample1295	44736	3044	518
Sample1296	44855	2979	513
Sample1297	45152	2752	514
Sample1298	45115	2817	525
Sample1299	45261	2746	525
Sample1300	45176	2860	526
Sample1301	45165	2905	520
Sample1302	45354	2742	549
Sample1303	45260	2846	567
Sample1304	45198	2910	581
Sample1305	45411	2750	577
Sample1306	45476	2724	575
Sample1307	45450	2784	571
Sample1308	45443	2836	564
Sample1309	45449	2864	558
Sample1310	45511	2826	547
Sample1311	45634	2751	542
Sample1312	45968	2491	552
Sample1313	46046	2457	546
Sample1314	46055	2485	537
Sample1315	46404	2206	545
Sample1316	46290	2340	548
Sample1317	46312	2352	544
Sample1318	46316	2383	534
Sample1319	46202	2517	537
Sample1320	46130	2619	537
Sample1321	46159	2633	532
Sample1322	46379	2458	561
Sample1323	46793	2132	551
Sample1324	46772	2191	549
Sample1325	46790	2206	546
Sample1326	46760	2274	550
Sample1327	46750	2323	549
Sample1328	46657	2435	557
Sample1329	46574	2549	556
Sample1330	46603	2553	550
Sample1331	46563	2623	558
Sample1332	46913	2329	580
Sample1333	46863	2413	576
Sample1334	47124	2247	570
Sample1335	47184	2234	570
Sample1336	47225	2230	560
Sample1337	47230	2262	553
Sample1338	47227	2290	573
Sample1339	47223	2329	566
Sample1340	47196	2400	562
Sample1341	47212	2423	557
Sample1342	47194	2479	558
Sample1343	47142	2553	560
Sample1344	47113	2590	570
Sample1345	47136	2602	568
Sample1346	47112	2658	563
Sample1347	47128	2686	558
Sample1348	47170	2687	540
Sample1349	47144	2746	548
Sample1350	47027	2870	565
Sample1351	47250	2726	570
Sample1352	47218	2790	568
Sample1353	47446	2627	577
Sample1354	47413	2689	592
Sample1355	47447	2702	584
Sample1356	47441	2740	578
Sample1357	47482	2739	565
Sample1358	47799	2494	567
Sample1359	47755	2565	566
Sample1360	47740	2611	561
Sample1361	47735	2650	570
Sample1362	47746	2683	565
Sample1363	47762	2702	568
Sample1364	47791	2708	559
Sample1365	47790	2733	572
Sample1366	47793	2759	575
Sample1367	47779	2810	570
Sample1368	47786	2838	565
Sample1369	47973	2714	583
Sample1370	47928	2793	576
Sample1371	47842	2911	573
Sample1372	47813	2953	586
Sample1373	47804	3005	581
Sample1374	47767	3072	578
Sample1375	47771	3091	583
Sample1376	47837	3060	573
Sample1377	47854	3081	564
Sample1378	47879	3095	550
Sample1379	47849	3157	543
Sample1380	48094	2959	547
Sample1381	48168	2930	548
Sample1382	48163	2952	560
Sample1383	48183	2971	561
Sample1384	48219	2976	558
Sample1385	48231	2998	564
Sample1386	48200	3056	567
Sample1387	48201	3085	566
Sample1388	48201	3118	562
Sample1389	48253	3107	550
Sample1390	48268	3135	552
Sample1391	48337	3106	545
Sample1392	48416	3060	552
Sample1393	48357	3161	554
Sample1394	48368	3189	541
Sample1395	48306	3281	543
Sample1396	48359	3266	534
Sample1397	48371	3293	522
Sample1398	48387	3307	516
Sample1399	48282	3442	515
Sample1400	48308	3451	508
Sample1401	48247	3544	505
Sample1402	48222	3582	500
Sample1403	48203	3640	501
Sample1404	48207	3661	502
Sample1405	48141	3759	498
Sample1406	48292	3677	507
Sample1407	48281	3727	497
Sample1408	48324	3728	494
Sample1409	48330	3764	482
Sample1410	48298	3828	480
Sample1411	48413	3755	481
Sample1412	48574	3626	496
Sample1413	48530	3704	491
Sample1414	48503	3762	489
Sample1415	48498	3813	486
Sample1416	48402	3944	497
Sample1417	48420	3968	483
Sample1418	48369	4042	489
Sample1419	48437	4009	493
Sample1420	48487	3992	493
Sample1421	48438	4079	487
Sample1422	48763	3820	493
Sample1423	49095	3563	504
Sample1424	49182	3516	503
Sample1425	49203	3530	494
Sample1426	49194	3571	502
Sample1427	49162	3635	500
Sample1428	49153	3670	516
Sample1429	49136	3718	509
Sample1430	49177	3718	506
Sample1431	49124	3795	511
Sample1432	49117	3835	506
Sample1433	49002	3970	509
Sample1434	49018	3993	511
Sample1435	49041	4006	505
Sample1436	49044	4038	497
Sample1437	48927	4184	499
Sample1438	48930	4220	488
Sample1439	48815	4355	491
Sample1440	48829	4375	487
Sample1441	48792	4446	489
Sample1442	48794	4481	483
Sample1443	48780	4527	477
Sample1444	48794	4556	472
Sample1445	48756	4636	467
Sample1446	48786	4644	462
Sample1447	48735	4723	472
Sample1448	48710	4782	465
Sample1449	48766	4760	459
Sample1450	48773	4781	459
Sample1451	48877	4730	453
Sample1452	48888	4746	455
Sample1453	48876	4793	447
Sample1454	48973	4747	446
Sample1455	48945	4807	442
Sample1456	48975	4810	437
Sample1457	48916	4895	435
Sample1458	49112	4759	450
Sample1459	49071	4831	449
Sample1460	49084	4854	451
Sample1461	49042	4926	448
Sample1462	49153	4872	467
Sample1463	49214	4829	469
Sample1464	49210	4859	472
Sample1465	49243	4860	461
Sample1466	49255	4881	457
Sample1467	49466	4733	471
Sample1468	49442	4790	469
Sample1469	49448	4804	479
Sample1470	49437	4856	467
Sample1471	49514	4800	467
Sample1472	49502	4854	466
Sample1473	49836	4598	469
Sample1474	49822	4642	475
Sample1475	49798	4700	467
Sample1476	49700	4829	481
Sample1477	49782	4794	475
Sample1478	49729	4880	471
Sample1479	49729	4909	469
Sample1480	49700	4972	461
Sample1481	50031	4712	462
Sample1482	50056	4725	453
Sample1483	50036	4780	444
Sample1484	50083	4762	442
Sample1485	50051	4826	440
Sample1486	50079	4831	435
Sample1487	50123	4825	440
Sample1488	50100	4887	432
Sample1489	50117	4907	422
Sample1490	50166	4897	409
Sample1491	50401	4753	391
Sample1492	50454	4739	388
Sample1493	50561	4675	383
Sample1494	50828	4493	378
Sample1495	50783	4561	383
Sample1496	50793	4576	385
Sample1497	50788	4613	385
Sample1498	50756	4678	381
Sample1499	50762	4703	376
Sample1500	50725	4776	379
Sample1501	50720	4818	381
Sample1502	51117	4491	387
Sample1503	51060	4590	379
Sample1504	51105	4577	381
Sample1505	51108	4606	378
Sample1506	51495	4290	382
Sample1507	51537	4269	381
Sample1508	51709	4161	395
Sample1509	51693	4209	390
Sample1510	51658	4279	383
Sample1511	51637	4325	391
Sample1512	51522	4460	394
Sample1513	51533	4484	389
Sample1514	51532	4518	381
Sample1515	51525	4563	372
Sample1516	51518	4602	369
Sample1517	51449	4704	367
Sample1518	51378	4806	368
Sample1519	51264	4940	371
Sample1520	51409	4866	376
Sample1521	51371	4943	366
Sample1522	51617	4774	367
Sample1523	51615	4814	360
Sample1524	51926	4572	365
Sample1525	51879	4655	358
Sample1526	51883	4686	349
Sample1527	51914	4692	339
Sample1528	52154	4505	361
Sample1529	52166	4531	351
Sample1530	52164	4577	346
Sample1531	52200	4574	346
Sample1532	52161	4644	343
Sample1533	52869	3970	485
Sample1534	53046	3818	505
Sample1535	53000	3896	508
Sample1536	53034	3905	496
Sample1537	53086	3899	480
Sample1538	53000	4017	478
Sample1539	53016	4037	472
Sample1540	53010	4073	467
Sample1541	53018	4095	466
Sample1542	53149	4035	476
Sample1543	53186	4042	471
Sample1544	53110	4147	469
Sample1545	53113	4176	467
Sample1546	53195	4137	461
Sample1547	53149	4217	454
Sample1548	53406	4033	453
Sample1549	53405	4070	440
Sample1550	53407	4101	431
Sample1551	53593	3978	441
Sample1552	54301	3304	583
Sample1553	54371	3281	576
Sample1554	54419	3271	579
Sample1555	54709	3045	589
Sample1556	54739	3027	590
Sample1557	54652	3139	591
Sample1558	54645	3181	585
Sample1559	54667	3199	585
Sample1560	54662	3232	586
Sample1561	54670	3258	578
Sample1562	54605	3350	577
Sample1563	54672	3324	571
Sample1564	55381	2649	713
Sample1565	55374	2692	716
Sample1566	55332	2764	727
Sample1567	55500	2660	716
Sample1568	55456	2738	711
Sample1569	55434	2796	705
Sample1570	55440	2825	706
Sample1571	55453	2844	705
Sample1572	55632	2736	716
Sample1573	55658	2742	713
Sample1574	55745	2699	722
Sample1575	55631	2834	724
Sample1576	55698	2817	724
Sample1577	55666	2893	720
Sample1578	55705	2895	721
Sample1579	55763	2877	712
Sample1580	55706	2952	722
Sample1581	55753	2949	715
Sample1582	55782	2948	716
Sample1583	55788	2974	714
Sample1584	55725	3068	720
Sample1585	55751	3074	717
Sample1586	55753	3108	722
Sample1587	55779	3117	714
Sample1588	56041	2916	735
Sample1589	56025	2954	730
Sample1590	56016	3010	722
Sample1591	56059	3001	719
Sample1592	56116	2986	720
Sample1593	56154	2978	722
Sample1594	56163	2998	721
Sample1595	56330	2873	718
Sample1596	56387	2858	708
Sample1597	56363	2917	711
Sample1598	56336	2971	713
Sample1599	56507	2859	707
Sample1600	56494	2902	712
Sample1601	56494	2939	702
Sample1602	56468	2996	698
Sample1603	56506	2992	694
Sample1604	56478	3059	692
Sample1605	56425	3154	689
Sample1606	56452	3168	687
Sample1607	56432	3217	687
Sample1608	56442	3250	674
Sample1609	56452	3274	667
Sample1610	56364	3397	665
Sample1611	56272	3514	679
Sample1612	56281	3544	673
Sample1613	56334	3531	664
Sample1614	56291	3604	662
Sample1615	56289	3649	658
Sample1616	56338	3634	655
Sample1617	56366	3656	648
Sample1618	56253	3790	650
Sample1619	56445	3668	657
Sample1620	57154	2993	799
Sample1621	57152	3024	797
Sample1622	57186	3027	789
Sample1623	57195	3045	789
Sample1624	57202	3070	791
Sample1625	57213	3102	779
Sample1626	57541	2828	804
Sample1627	57844	2599	810
Sample1628	57877	2598	814
Sample1629	57846	2665	806
Sample1630	57842	2706	808
Sample1631	57949	2637	802
Sample1632	58199	2464	799
Sample1633	58222	2460	792
Sample1634	58175	2537	789
Sample1635	58140	2604	784
Sample1636	58149	2643	774
Sample1637	58253	2568	787
Sample1638	58233	2618	783
Sample1639	58204	2686	772
Sample1640	58200	2724	765
Sample1641	58194	2764	761
Sample1642	58268	2720	770
Sample1643	58241	2778	770
Sample1644	58276	2781	768
Sample1645	58162	2915	771
Sample1646	58144	2960	777
Sample1647	58423	2737	795
Sample1648	58388	2819	789
Sample1649	58376	2856	799
Sample1650	58397	2885	790
Sample1651	58487	2842	789
Sample1652	58758	2648	785
Sample1653	58759	2690	783
Sample1654	58723	2764	777
Sample1655	58579	2939	786
Sample1656	58466	3073	788
Sample1657	58417	3148	791
Sample1658	58366	3236	790
Sample1659	58375	3261	781
Sample1660	58322	3347	776
Sample1661	58235	3452	791
Sample1662	58246	3476	796
Sample1663	58163	3590	794
Sample1664	58190	3601	783
Sample1665	58236	3588	773
Sample1666	58321	3517	792
Sample1667	58441	3466	799
Sample1668	58439	3499	811
Sample1669	58384	3589	814
Sample1670	58451	3555	822
Sample1671	58408	3632	817
Sample1672	58430	3628	811
Sample1673	58339	3754	805
Sample1674	58304	3818	807
Sample1675	58307	3849	801
Sample1676	58266	3925	806
Sample1677	58262	3963	806
Sample1678	58249	4010	804
Sample1679	58209	4091	800
Sample1680	58535	3833	805
Sample1681	58532	3866	802
Sample1682	58515	3907	813
Sample1683	58560	3909	808
Sample1684	58804	3734	799
Sample1685	58893	3702	785
Sample1686	58915	3698	779
Sample1687	58905	3739	773
Sample1688	58916	3762	765
Sample1689	58924	3788	759
Sample1690	58926	3821	752
Sample1691	58951	3808	776
Sample1692	58950	3843	769
Sample1693	58939	3887	769
Sample1694	58926	3944	765
Sample1695	58965	3951	756
Sample1696	59034	3919	764
Sample1697	58987	3997	763
Sample1698	59172	3855	776
Sample1699	59117	3934	791
Sample1700	59130	3961	781
Sample1701	59070	4055	775
Sample1702	59112	4057	770
Sample1703	59170	4034	770
Sample1704	59190	4045	773
Sample1705	59210	4065	769
Sample1706	59335	3982	768
Sample1707	59334	4018	762
Sample1708	59220	4152	765
Sample1709	59249	4168	751
Sample1710	59293	4158	745
Sample1711	59332	4157	736
Sample1712	59320	4196	735
Sample1713	59206	4330	738
Sample1714	59061	4494	744
